k,z_um,fill,temperature,liquid_frac,curvature,ux,uy,uz,vmag
52,195.00,9.99999881e-01,5.63631531e+02,0.00000000e+00,0.00000000e+00,-8.20268593e-12,4.00945925e-15,-9.99691866e-13,8.26338043e-12
53,198.75,9.99999702e-01,6.10729431e+02,0.00000000e+00,0.00000000e+00,-1.00644111e-11,-4.00945925e-15,-1.75547500e-12,1.02163633e-11
54,202.50,9.99999166e-01,6.64118774e+02,0.00000000e+00,0.00000000e+00,-1.22729552e-11,5.34594596e-15,-2.72843727e-12,1.25725827e-11
55,206.25,9.99997735e-01,7.23854736e+02,0.00000000e+00,0.00000000e+00,-1.47835459e-11,8.01891851e-15,-4.17251086e-12,1.53610926e-11
56,210.00,9.99993861e-01,7.89715515e+02,0.00000000e+00,0.00000000e+00,-1.78768441e-11,-1.20283786e-14,-6.26478036e-12,1.89427883e-11
57,213.75,9.99983311e-01,8.61138367e+02,0.00000000e+00,0.00000000e+00,-2.20727429e-11,-5.81371634e-14,-9.10414626e-12,2.38766593e-11
58,217.50,9.99954581e-01,9.37172180e+02,0.00000000e+00,0.00000000e+00,-2.74333906e-11,-4.41040535e-14,-1.43057510e-11,3.09394142e-11
59,221.25,9.99876618e-01,1.01637451e+03,0.00000000e+00,0.00000000e+00,-3.48401967e-11,3.27439187e-14,-2.20219554e-11,4.12165857e-11
60,225.00,9.99664664e-01,1.09697046e+03,0.00000000e+00,0.00000000e+00,-4.67937321e-11,6.61560786e-14,-3.44806822e-11,5.81255113e-11
61,228.75,9.99088943e-01,1.17610999e+03,0.00000000e+00,0.00000000e+00,-6.50735299e-11,7.81844614e-14,-6.66345451e-11,9.31382471e-11
62,232.50,9.97527361e-01,1.25096826e+03,0.00000000e+00,0.00000000e+00,-1.07247697e-10,8.35304048e-14,-1.47483289e-10,1.82355145e-10
63,236.25,9.94993925e-01,1.31904907e+03,0.00000000e+00,0.00000000e+00,3.97531209e-11,9.95682418e-14,-3.75793952e-10,3.77890746e-10
64,240.00,9.86024857e-01,1.37295020e+03,0.00000000e+00,1.68358609e+05,1.44110954e-05,2.02632733e-09,-5.94046942e-05,6.11277137e-05
65,243.75,9.51351881e-01,1.40340735e+03,0.00000000e+00,1.00997398e+05,1.31127535e-05,2.90130336e-10,-1.49788597e-04,1.50361462e-04
66,247.50,8.79580796e-01,1.40691418e+03,0.00000000e+00,-8.71895996e+03,1.75079185e-05,-5.18359411e-10,-9.56851363e-05,9.72736962e-05
67,251.25,7.33502030e-01,1.36834985e+03,0.00000000e+00,-4.58157500e+04,-9.34033233e-06,-3.42419787e-10,-5.11732105e-05,5.20186441e-05
68,255.00,5.03976047e-01,1.25924146e+03,0.00000000e+00,-9.33596680e+02,-5.07328150e-06,2.09087626e-11,3.03136803e-05,3.07352784e-05
69,258.75,2.70774782e-01,1.09225012e+03,0.00000000e+00,1.80532910e+03,-2.11095211e-10,-5.64686102e-12,-6.87174634e-06,6.87174634e-06
70,262.50,1.19651191e-01,9.18120239e+02,0.00000000e+00,-1.47412949e+02,9.34404909e-09,1.74410931e-12,-3.54298959e-06,3.54300209e-06
71,266.25,4.79008965e-02,7.64394409e+02,0.00000000e+00,-3.81165147e+00,-2.29401290e-10,-2.65095902e-15,-8.09024581e-09,8.09349743e-09
72,270.00,1.84593592e-02,6.28256592e+02,0.00000000e+00,0.00000000e+00,-5.29094962e-11,-1.00236490e-14,-3.55104466e-12,5.30285260e-11
73,273.75,6.69285655e-03,5.07442291e+02,0.00000000e+00,0.00000000e+00,-4.29900941e-11,-1.00236490e-14,-2.30677565e-12,4.30519370e-11
74,277.50,2.47260928e-03,3.99622681e+02,0.00000000e+00,0.00000000e+00,-3.64961047e-11,-1.06918919e-14,-2.45980341e-12,3.65789066e-11
75,281.25,9.11056995e-04,3.02336334e+02,0.00000000e+00,0.00000000e+00,-3.16887627e-11,-1.87108104e-14,-3.71409587e-12,3.19056795e-11
76,285.00,3.35335732e-04,2.13195190e+02,0.00000000e+00,0.00000000e+00,-2.77193980e-11,6.68243244e-16,-5.43281739e-12,2.82467782e-11
77,288.75,1.23381615e-04,1.29872482e+02,0.00000000e+00,0.00000000e+00,-2.40701209e-11,2.67297298e-15,-6.86553115e-12,2.50301065e-11
78,292.50,4.53889370e-05,5.01207466e+01,0.00000000e+00,0.00000000e+00,-2.08431744e-11,5.34594596e-15,-7.72021422e-12,2.22270032e-11
79,296.25,1.66893005e-05,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
