i,j,x,y,ux,uy,vorticity
93,64,7.30468775e-04,5.03906282e-04,1.81533955e-03,-5.43561100e-06,5.57415962e-01
94,64,7.38281291e-04,5.03906282e-04,1.82430574e-03,-3.31462411e-06,5.59195399e-01
95,64,7.46093807e-04,5.03906282e-04,1.82870275e-03,-1.04652759e-06,5.66793561e-01
96,64,7.53906264e-04,5.03906282e-04,1.82864501e-03,1.16198078e-06,5.64648688e-01
97,64,7.61718780e-04,5.03906282e-04,1.82420539e-03,3.37607526e-06,5.62369227e-01
98,64,7.69531296e-04,5.03906282e-04,1.81553315e-03,5.56037503e-06,5.56648970e-01
99,64,7.77343812e-04,5.03906282e-04,1.80242711e-03,7.66273934e-06,5.56678891e-01
100,64,7.85156270e-04,5.03906282e-04,1.78516528e-03,9.84890266e-06,5.55128098e-01
101,64,7.92968785e-04,5.03906282e-04,1.76334463e-03,1.20145814e-05,5.46888888e-01
102,64,8.00781301e-04,5.03906282e-04,1.73723360e-03,1.41281189e-05,5.33083558e-01
103,64,8.08593817e-04,5.03906282e-04,1.70686154e-03,1.62453780e-05,5.24218082e-01
104,64,8.16406275e-04,5.03906282e-04,1.67252682e-03,1.82974600e-05,5.15794516e-01
105,64,8.24218791e-04,5.03906282e-04,1.63417053e-03,2.02657538e-05,5.04106998e-01
106,64,8.32031306e-04,5.03906282e-04,1.59188488e-03,2.21893515e-05,4.93394315e-01
107,64,8.39843764e-04,5.03906282e-04,1.54562132e-03,2.40440440e-05,4.78851914e-01
108,64,8.47656280e-04,5.03906282e-04,1.49579009e-03,2.58894288e-05,4.63602126e-01
109,64,8.55468796e-04,5.03906282e-04,1.44226837e-03,2.76957162e-05,4.46937263e-01
110,64,8.63281311e-04,5.03906282e-04,1.38543919e-03,2.94144738e-05,4.29871589e-01
111,64,8.71093769e-04,5.03906282e-04,1.32510951e-03,3.10122014e-05,4.08305287e-01
112,64,8.78906285e-04,5.03906282e-04,1.26159925e-03,3.25745459e-05,3.89598519e-01
113,64,8.86718801e-04,5.03906282e-04,1.19506835e-03,3.40456390e-05,3.67658883e-01
114,64,8.94531317e-04,5.03906282e-04,1.12570333e-03,3.54515578e-05,3.44788611e-01
115,64,9.02343774e-04,5.03906282e-04,1.05367741e-03,3.67550601e-05,3.26774985e-01
116,64,9.10156290e-04,5.03906282e-04,9.79030970e-04,3.80213096e-05,3.04240942e-01
117,64,9.17968806e-04,5.03906282e-04,9.02016647e-04,3.91423346e-05,2.80887574e-01
118,64,9.25781322e-04,5.03906282e-04,8.22797010e-04,4.01627804e-05,2.55998433e-01
119,64,9.33593779e-04,5.03906282e-04,7.41613156e-04,4.10826906e-05,2.31686965e-01
120,64,9.41406295e-04,5.03906282e-04,6.58652745e-04,4.19597673e-05,2.05471396e-01
121,64,9.49218811e-04,5.03906282e-04,5.74230449e-04,4.26878723e-05,1.81045830e-01
122,64,9.57031269e-04,5.03906282e-04,4.88376187e-04,4.32763154e-05,1.56247288e-01
123,64,9.64843784e-04,5.03906282e-04,4.01346857e-04,4.38349598e-05,1.28720656e-01
124,64,9.72656300e-04,5.03906282e-04,3.13164870e-04,4.42278761e-05,9.96328816e-02
125,64,9.80468816e-04,5.03906282e-04,2.24210075e-04,4.45090627e-05,7.43707567e-02
126,64,9.88281332e-04,5.03906282e-04,1.34765505e-04,4.47623097e-05,4.17106748e-02
127,64,9.96093848e-04,5.03906282e-04,4.50621119e-05,4.48870705e-05,1.04862265e-02
0,65,3.90625019e-06,5.11718797e-04,-4.45984479e-05,1.34573726e-04,-3.74184437e-02
1,65,1.17187501e-05,5.11718797e-04,-1.34158458e-04,1.34223636e-04,-1.23229802e-01
2,65,1.95312514e-05,5.11718797e-04,-2.23459603e-04,1.33499241e-04,-2.11182028e-01
3,65,2.73437508e-05,5.11718797e-04,-3.12190998e-04,1.32488116e-04,-3.01761568e-01
4,65,3.51562521e-05,5.11718797e-04,-4.00130841e-04,1.31141744e-04,-3.84463906e-01
5,65,4.29687534e-05,5.11718797e-04,-4.87009384e-04,1.29504930e-04,-4.56926405e-01
6,65,5.07812510e-05,5.11718797e-04,-5.72571415e-04,1.27633495e-04,-5.27124882e-01
7,65,5.85937523e-05,5.11718797e-04,-6.56889519e-04,1.25471546e-04,-6.10440016e-01
8,65,6.64062536e-05,5.11718797e-04,-7.39605865e-04,1.23039528e-04,-6.91821754e-01
9,65,7.42187549e-05,5.11718797e-04,-8.20594491e-04,1.20220255e-04,-7.63823271e-01
10,65,8.20312562e-05,5.11718797e-04,-8.99683742e-04,1.17116069e-04,-8.38651776e-01
11,65,8.98437575e-05,5.11718797e-04,-9.76612791e-04,1.13704613e-04,-9.13006663e-01
12,65,9.76562515e-05,5.11718797e-04,-1.05106516e-03,1.10008252e-04,-9.77977157e-01
13,65,1.05468753e-04,5.11718797e-04,-1.12295500e-03,1.06131229e-04,-1.03994966e+00
14,65,1.13281254e-04,5.11718797e-04,-1.19208719e-03,1.01922778e-04,-1.10180068e+00
15,65,1.21093755e-04,5.11718797e-04,-1.25850271e-03,9.75523290e-05,-1.16233754e+00
16,65,1.28906249e-04,5.11718797e-04,-1.32180436e-03,9.29174348e-05,-1.22215736e+00
17,65,1.36718751e-04,5.11718797e-04,-1.38187537e-03,8.80106745e-05,-1.28318214e+00
18,65,1.44531252e-04,5.11718797e-04,-1.43868965e-03,8.28543998e-05,-1.33871651e+00
19,65,1.52343753e-04,5.11718797e-04,-1.49207423e-03,7.74895816e-05,-1.39237142e+00
20,65,1.60156254e-04,5.11718797e-04,-1.54181023e-03,7.19776071e-05,-1.43657994e+00
21,65,1.67968756e-04,5.11718797e-04,-1.58789265e-03,6.62794264e-05,-1.47350657e+00
22,65,1.75781257e-04,5.11718797e-04,-1.63014082e-03,6.04806955e-05,-1.50829518e+00
23,65,1.83593758e-04,5.11718797e-04,-1.66849920e-03,5.44883042e-05,-1.54501414e+00
24,65,1.91406260e-04,5.11718797e-04,-1.70289516e-03,4.84363300e-05,-1.57896996e+00
25,65,1.99218761e-04,5.11718797e-04,-1.73315872e-03,4.22055818e-05,-1.60818076e+00
26,65,2.07031262e-04,5.11718797e-04,-1.75915414e-03,3.59413134e-05,-1.63653350e+00
27,65,2.14843763e-04,5.11718797e-04,-1.78079412e-03,2.94740730e-05,-1.65468693e+00
28,65,2.22656265e-04,5.11718797e-04,-1.79814931e-03,2.30068345e-05,-1.66407335e+00
29,65,2.30468766e-04,5.11718797e-04,-1.81123719e-03,1.64949106e-05,-1.67336988e+00
30,65,2.38281267e-04,5.11718797e-04,-1.81995227e-03,9.91407887e-06,-1.68111801e+00
31,65,2.46093754e-04,5.11718797e-04,-1.82431133e-03,3.33324556e-06,-1.69244242e+00
32,65,2.53906270e-04,5.11718797e-04,-1.82425522e-03,-3.27551857e-06,-1.69053459e+00
33,65,2.61718757e-04,5.11718797e-04,-1.81988080e-03,-9.86193481e-06,-1.68280196e+00
34,65,2.69531272e-04,5.11718797e-04,-1.81101169e-03,-1.64166977e-05,-1.67345977e+00
35,65,2.77343759e-04,5.11718797e-04,-1.79789588e-03,-2.29267589e-05,-1.66273284e+00
36,65,2.85156275e-04,5.11718797e-04,-1.78042194e-03,-2.93884186e-05,-1.64760923e+00
37,65,2.92968762e-04,5.11718797e-04,-1.75876683e-03,-3.58426187e-05,-1.63465285e+00
38,65,3.00781277e-04,5.11718797e-04,-1.73279666e-03,-4.22167359e-05,-1.60700142e+00
39,65,3.08593764e-04,5.11718797e-04,-1.70268409e-03,-4.83972071e-05,-1.57875419e+00
40,65,3.16406251e-04,5.11718797e-04,-1.66832935e-03,-5.44975992e-05,-1.54952955e+00
41,65,3.24218767e-04,5.11718797e-04,-1.63006620e-03,-6.04657907e-05,-1.51139486e+00
42,65,3.32031253e-04,5.11718797e-04,-1.58781779e-03,-6.62887251e-05,-1.47968006e+00
43,65,3.39843769e-04,5.11718797e-04,-1.54182024e-03,-7.19756936e-05,-1.43952012e+00
44,65,3.47656256e-04,5.11718797e-04,-1.49194477e-03,-7.74932487e-05,-1.38624239e+00
45,65,3.55468772e-04,5.11718797e-04,-1.43866870e-03,-8.27761614e-05,-1.33226800e+00
46,65,3.63281259e-04,5.11718797e-04,-1.38180412e-03,-8.78896026e-05,-1.28115380e+00
47,65,3.71093774e-04,5.11718797e-04,-1.32162846e-03,-9.27963265e-05,-1.21786535e+00
48,65,3.78906261e-04,5.11718797e-04,-1.25818735e-03,-9.74182112e-05,-1.15790129e+00
49,65,3.86718777e-04,5.11718797e-04,-1.19180605e-03,-1.01814774e-04,-1.09963632e+00
50,65,3.94531264e-04,5.11718797e-04,-1.12256967e-03,-1.05999032e-04,-1.03752685e+00
51,65,4.02343780e-04,5.11718797e-04,-1.05079706e-03,-1.09956105e-04,-9.76178765e-01
52,65,4.10156266e-04,5.11718797e-04,-9.76298063e-04,-1.13672955e-04,-9.13004339e-01
53,65,4.17968782e-04,5.11718797e-04,-8.99506907e-04,-1.17060219e-04,-8.43772173e-01
54,65,4.25781269e-04,5.11718797e-04,-8.20538786e-04,-1.20194214e-04,-7.64863491e-01
55,65,4.33593785e-04,5.11718797e-04,-7.39563315e-04,-1.23056336e-04,-6.81672692e-01
56,65,4.41406271e-04,5.11718797e-04,-6.56775897e-04,-1.25588849e-04,-6.05654895e-01
57,65,4.49218758e-04,5.11718797e-04,-5.72443008e-04,-1.27845793e-04,-5.30693650e-01
58,65,4.57031274e-04,5.11718797e-04,-4.86691075e-04,-1.29802909e-04,-4.60972071e-01
59,65,4.64843761e-04,5.11718797e-04,-3.99881363e-04,-1.31476947e-04,-3.86369407e-01
60,65,4.72656277e-04,5.11718797e-04,-3.11999203e-04,-1.32832603e-04,-2.99967825e-01
61,65,4.80468763e-04,5.11718797e-04,-2.23483818e-04,-1.33787878e-04,-2.08681434e-01
62,65,4.88281250e-04,5.11718797e-04,-1.34324204e-04,-1.34357731e-04,-1.21561810e-01
63,65,4.96093766e-04,5.11718797e-04,-4.48665960e-05,-1.34566275e-04,-3.87285799e-02
64,65,5.03906282e-04,5.11718797e-04,4.47883795e-05,-1.34625836e-04,3.83739807e-02
65,65,5.11718797e-04,5.11718797e-04,1.34247864e-04,-1.34387519e-04,1.23227939e-01
66,65,5.19531255e-04,5.11718797e-04,2.23357216e-04,-1.33776717e-04,2.08325669e-01
67,65,5.27343771e-04,5.11718797e-04,3.11989832e-04,-1.32808389e-04,2.96512604e-01
68,65,5.35156287e-04,5.11718797e-04,3.99870187e-04,-1.31462060e-04,3.82916987e-01
69,65,5.42968803e-04,5.11718797e-04,4.86705860e-04,-1.29763779e-04,4.58233953e-01
70,65,5.50781260e-04,5.11718797e-04,5.72431716e-04,-1.27788036e-04,5.33669233e-01
71,65,5.58593776e-04,5.11718797e-04,6.56863325e-04,-1.25573948e-04,6.06248140e-01
72,65,5.66406292e-04,5.11718797e-04,7.39525887e-04,-1.23045131e-04,6.84302211e-01
73,65,5.74218750e-04,5.11718797e-04,8.20585061e-04,-1.20212790e-04,7.65578747e-01
74,65,5.82031265e-04,5.11718797e-04,8.99488165e-04,-1.17106756e-04,8.47117901e-01
75,65,5.89843781e-04,5.11718797e-04,9.76320414e-04,-1.13680406e-04,9.16474462e-01
76,65,5.97656297e-04,5.11718797e-04,1.05082884e-03,-1.10010122e-04,9.75122154e-01
77,65,6.05468755e-04,5.11718797e-04,1.12273532e-03,-1.06080966e-04,1.03696156e+00
78,65,6.13281270e-04,5.11718797e-04,1.19194028e-03,-1.01920930e-04,1.10048330e+00
79,65,6.21093786e-04,5.11718797e-04,1.25811878e-03,-9.74498907e-05,1.16211367e+00
80,65,6.28906302e-04,5.11718797e-04,1.32149144e-03,-9.27758956e-05,1.21964598e+00
81,65,6.36718760e-04,5.11718797e-04,1.38164603e-03,-8.78821666e-05,1.27610517e+00
82,65,6.44531276e-04,5.11718797e-04,1.43841212e-03,-8.27761760e-05,1.33356583e+00
83,65,6.52343791e-04,5.11718797e-04,1.49182347e-03,-7.74913788e-05,1.38909507e+00
84,65,6.60156307e-04,5.11718797e-04,1.54155097e-03,-7.19999371e-05,1.43881178e+00
85,65,6.67968765e-04,5.11718797e-04,1.58747530e-03,-6.63129395e-05,1.47826695e+00
86,65,6.75781281e-04,5.11718797e-04,1.62968994e-03,-6.05011701e-05,1.51400423e+00
87,65,6.83593797e-04,5.11718797e-04,1.66807056e-03,-5.45944313e-05,1.54513383e+00
88,65,6.91406254e-04,5.11718797e-04,1.70248130e-03,-4.84679731e-05,1.58124804e+00
89,65,6.99218770e-04,5.11718797e-04,1.73264253e-03,-4.22279190e-05,1.60816300e+00
90,65,7.07031286e-04,5.11718797e-04,1.75869465e-03,-3.58910438e-05,1.63095844e+00
91,65,7.14843802e-04,5.11718797e-04,1.78037374e-03,-2.94331130e-05,1.64997911e+00
92,65,7.22656259e-04,5.11718797e-04,1.79786282e-03,-2.29938014e-05,1.66275525e+00
93,65,7.30468775e-04,5.11718797e-04,1.81099121e-03,-1.64502162e-05,1.67444968e+00
94,65,7.38281291e-04,5.11718797e-04,1.81994110e-03,-9.86193845e-06,1.68609405e+00
95,65,7.46093807e-04,5.11718797e-04,1.82427664e-03,-3.25317433e-06,1.69077361e+00
96,65,7.53906264e-04,5.11718797e-04,1.82425801e-03,3.32207378e-06,1.68740606e+00
97,65,7.61718780e-04,5.11718797e-04,1.81983726e-03,9.93456524e-06,1.68524492e+00
98,65,7.69531296e-04,5.11718797e-04,1.81115756e-03,1.65284328e-05,1.67322159e+00
99,65,7.77343812e-04,5.11718797e-04,1.79807201e-03,2.30105688e-05,1.65821815e+00
100,65,7.85156270e-04,5.11718797e-04,1.78081112e-03,2.94498695e-05,1.65394306e+00
101,65,7.92968785e-04,5.11718797e-04,1.75905402e-03,3.58593861e-05,1.63380671e+00
102,65,8.00781301e-04,5.11718797e-04,1.73309562e-03,4.21776531e-05,1.60224128e+00
103,65,8.08593817e-04,5.11718797e-04,1.70279853e-03,4.84195734e-05,1.57265735e+00
104,65,8.16406275e-04,5.11718797e-04,1.66849140e-03,5.45180847e-05,1.54309869e+00
105,65,8.24218791e-04,5.11718797e-04,1.63021509e-03,6.04620654e-05,1.51369035e+00
106,65,8.32031306e-04,5.11718797e-04,1.58799672e-03,6.62850071e-05,1.47971916e+00
107,65,8.39843764e-04,5.11718797e-04,1.54186552e-03,7.19626842e-05,1.43599546e+00
108,65,8.47656280e-04,5.11718797e-04,1.49217190e-03,7.75006993e-05,1.39412928e+00
109,65,8.55468796e-04,5.11718797e-04,1.43881596e-03,8.28785851e-05,1.33789277e+00
110,65,8.63281311e-04,5.11718797e-04,1.38204475e-03,8.79976287e-05,1.28197801e+00
111,65,8.71093769e-04,5.11718797e-04,1.32188445e-03,9.28448062e-05,1.22216535e+00
112,65,8.78906285e-04,5.11718797e-04,1.25855824e-03,9.74591967e-05,1.16151059e+00
113,65,8.86718801e-04,5.11718797e-04,1.19220081e-03,1.01870639e-04,1.10286617e+00
114,65,8.94531317e-04,5.11718797e-04,1.12300867e-03,1.06041822e-04,1.04458022e+00
115,65,9.02343774e-04,5.11718797e-04,1.05112814e-03,1.10000758e-04,9.76187110e-01
116,65,9.10156290e-04,5.11718797e-04,9.76647832e-04,1.13663606e-04,9.11908627e-01
117,65,9.17968806e-04,5.11718797e-04,8.99780251e-04,1.17058298e-04,8.41158390e-01
118,65,9.25781322e-04,5.11718797e-04,8.20765505e-04,1.20192279e-04,7.65947580e-01
119,65,9.33593779e-04,5.11718797e-04,7.39780837e-04,1.23020887e-04,6.88960254e-01
120,65,9.41406295e-04,5.11718797e-04,6.57054945e-04,1.25577615e-04,6.12460971e-01
121,65,9.49218811e-04,5.11718797e-04,5.72735036e-04,1.27769366e-04,5.31432211e-01
122,65,9.57031269e-04,5.11718797e-04,4.87115496e-04,1.29607346e-04,4.55745459e-01
123,65,9.64843784e-04,5.11718797e-04,4.00322635e-04,1.31203196e-04,3.83289516e-01
124,65,9.72656300e-04,5.11718797e-04,3.12358548e-04,1.32581205e-04,2.99137086e-01
125,65,9.80468816e-04,5.11718797e-04,2.23614159e-04,1.33543930e-04,2.11659804e-01
126,65,9.88281332e-04,5.11718797e-04,1.34480622e-04,1.34244139e-04,1.24895945e-01
127,65,9.96093848e-04,5.11718797e-04,4.50267362e-05,1.34575559e-04,3.99225354e-02
0,66,3.90625019e-06,5.19531255e-04,-4.44289981e-05,2.23966170e-04,-7.13907629e-02
1,66,1.17187501e-05,5.19531255e-04,-1.33566282e-04,2.23370225e-04,-2.12972969e-01
2,66,1.95312514e-05,5.19531255e-04,-2.22394461e-04,2.22213828e-04,-3.51575196e-01
3,66,2.73437508e-05,5.19531255e-04,-3.10650910e-04,2.20530419e-04,-4.92803723e-01
4,66,3.51562521e-05,5.19531255e-04,-3.98140255e-04,2.18321948e-04,-6.28780544e-01
5,66,4.29687534e-05,5.19531255e-04,-4.84582968e-04,2.15636697e-04,-7.58691669e-01
6,66,5.07812510e-05,5.19531255e-04,-5.69802360e-04,2.12456172e-04,-8.75249445e-01
7,66,5.85937523e-05,5.19531255e-04,-6.53584022e-04,2.08886413e-04,-1.00800848e+00
8,66,6.64062536e-05,5.19531255e-04,-7.35941401e-04,2.04784155e-04,-1.14159942e+00
9,66,7.42187549e-05,5.19531255e-04,-8.16596439e-04,2.00121285e-04,-1.27256465e+00
10,66,8.20312562e-05,5.19531255e-04,-8.95315199e-04,1.94851455e-04,-1.40236592e+00
11,66,8.98437575e-05,5.19531255e-04,-9.71801113e-04,1.89147700e-04,-1.51798391e+00
12,66,9.76562515e-05,5.19531255e-04,-1.04594231e-03,1.83054697e-04,-1.62153399e+00
13,66,1.05468753e-04,5.19531255e-04,-1.11750455e-03,1.76574424e-04,-1.73106027e+00
14,66,1.13281254e-04,5.19531255e-04,-1.18631485e-03,1.69623047e-04,-1.83497357e+00
15,66,1.21093755e-04,5.19531255e-04,-1.25238940e-03,1.62293640e-04,-1.93854046e+00
16,66,1.28906249e-04,5.19531255e-04,-1.31543970e-03,1.54552676e-04,-2.03506470e+00
17,66,1.36718751e-04,5.19531255e-04,-1.37523515e-03,1.46416947e-04,-2.13089395e+00
18,66,1.44531252e-04,5.19531255e-04,-1.43174571e-03,1.37856652e-04,-2.22160673e+00
19,66,1.52343753e-04,5.19531255e-04,-1.48478907e-03,1.28985383e-04,-2.31339264e+00
20,66,1.60156254e-04,5.19531255e-04,-1.53431878e-03,1.19797573e-04,-2.39379501e+00
21,66,1.67968756e-04,5.19531255e-04,-1.58022449e-03,1.10227993e-04,-2.45635843e+00
22,66,1.75781257e-04,5.19531255e-04,-1.62227906e-03,1.00522469e-04,-2.50941563e+00
23,66,1.83593758e-04,5.19531255e-04,-1.66047167e-03,9.06083951e-05,-2.56873655e+00
24,66,1.91406260e-04,5.19531255e-04,-1.69464038e-03,8.04950760e-05,-2.62522840e+00
25,66,1.99218761e-04,5.19531255e-04,-1.72471371e-03,7.01526878e-05,-2.67480564e+00
26,66,2.07031262e-04,5.19531255e-04,-1.75059959e-03,5.96948739e-05,-2.71364737e+00
27,66,2.14843763e-04,5.19531255e-04,-1.77221873e-03,4.90601378e-05,-2.74237919e+00
28,66,2.22656265e-04,5.19531255e-04,-1.78947754e-03,3.83025181e-05,-2.76573277e+00
29,66,2.30468766e-04,5.19531255e-04,-1.80254050e-03,2.74815793e-05,-2.78723192e+00
30,66,2.38281267e-04,5.19531255e-04,-1.81119086e-03,1.65209822e-05,-2.80272675e+00
31,66,2.46093754e-04,5.19531255e-04,-1.81546260e-03,5.53058135e-06,-2.80985761e+00
32,66,2.53906270e-04,5.19531255e-04,-1.81544165e-03,-5.42443740e-06,-2.80994749e+00
33,66,2.61718757e-04,5.19531255e-04,-1.81109167e-03,-1.63757304e-05,-2.80315256e+00
34,66,2.69531272e-04,5.19531255e-04,-1.80227822e-03,-2.73195747e-05,-2.78696442e+00
35,66,2.77343759e-04,5.19531255e-04,-1.78926904e-03,-3.81293394e-05,-2.76547241e+00
36,66,2.85156275e-04,5.19531255e-04,-1.77189521e-03,-4.89037266e-05,-2.74105024e+00
37,66,2.92968762e-04,5.19531255e-04,-1.75030495e-03,-5.96240970e-05,-2.70914173e+00
38,66,3.00781277e-04,5.19531255e-04,-1.72441127e-03,-7.01601020e-05,-2.67504120e+00
39,66,3.08593764e-04,5.19531255e-04,-1.69441244e-03,-8.05117961e-05,-2.62916231e+00
40,66,3.16406251e-04,5.19531255e-04,-1.66026293e-03,-9.06810019e-05,-2.57314682e+00
41,66,3.24218767e-04,5.19531255e-04,-1.62220979e-03,-1.00608100e-04,-2.50820065e+00
42,66,3.32031253e-04,5.19531255e-04,-1.58008072e-03,-1.10287554e-04,-2.45135307e+00
43,66,3.39843769e-04,5.19531255e-04,-1.53432006e-03,-1.19739801e-04,-2.38018656e+00
44,66,3.47656256e-04,5.19531255e-04,-1.48473668e-03,-1.28875501e-04,-2.30167580e+00
45,66,3.55468772e-04,5.19531255e-04,-1.43169693e-03,-1.37668540e-04,-2.21883583e+00
46,66,3.63281259e-04,5.19531255e-04,-1.37508195e-03,-1.46130129e-04,-2.13552547e+00
47,66,3.71093774e-04,5.19531255e-04,-1.31531048e-03,-1.54291876e-04,-2.04051471e+00
48,66,3.78906261e-04,5.19531255e-04,-1.25213375e-03,-1.62094308e-04,-1.93983126e+00
49,66,3.86718777e-04,5.19531255e-04,-1.18608738e-03,-1.69507563e-04,-1.83473229e+00
50,66,3.94531264e-04,5.19531255e-04,-1.11721049e-03,-1.76481335e-04,-1.72616816e+00
51,66,4.02343780e-04,5.19531255e-04,-1.04570587e-03,-1.83000724e-04,-1.62617111e+00
52,66,4.10156266e-04,5.19531255e-04,-9.71506757e-04,-1.89129045e-04,-1.51414418e+00
53,66,4.17968782e-04,5.19531255e-04,-8.95095465e-04,-1.94819790e-04,-1.39509416e+00
54,66,4.25781269e-04,5.19531255e-04,-8.16552027e-04,-2.00078532e-04,-1.27209902e+00
55,66,4.33593785e-04,5.19531255e-04,-7.36068294e-04,-2.04799115e-04,-1.13444495e+00
56,66,4.41406271e-04,5.19531255e-04,-6.53669937e-04,-2.08975878e-04,-1.00930595e+00
57,66,4.49218758e-04,5.19531255e-04,-5.69703756e-04,-2.12744839e-04,-8.84771287e-01
58,66,4.57031274e-04,5.19531255e-04,-4.84311255e-04,-2.15944034e-04,-7.57018089e-01
59,66,4.64843761e-04,5.19531255e-04,-3.97888914e-04,-2.18709290e-04,-6.29376590e-01
60,66,4.72656277e-04,5.19531255e-04,-3.10429430e-04,-2.20925271e-04,-4.90775287e-01
61,66,4.80468763e-04,5.19531255e-04,-2.22347910e-04,-2.22554605e-04,-3.53719085e-01
62,66,4.88281250e-04,5.19531255e-04,-1.33551395e-04,-2.23645853e-04,-2.15595573e-01
63,66,4.96093766e-04,5.19531255e-04,-4.46356971e-05,-2.24146788e-04,-6.95993602e-02
64,66,5.03906282e-04,5.19531255e-04,4.45183759e-05,-2.24157935e-04,7.29372203e-02
65,66,5.11718797e-04,5.19531255e-04,1.33540234e-04,-2.23591851e-04,2.13688225e-01
66,66,5.19531255e-04,5.19531255e-04,2.22256655e-04,-2.22496878e-04,3.47283661e-01
67,66,5.27343771e-04,5.19531255e-04,3.10435018e-04,-2.20906659e-04,4.91963685e-01
68,66,5.35156287e-04,5.19531255e-04,3.97888856e-04,-2.18657122e-04,6.36171520e-01
69,66,5.42968803e-04,5.19531255e-04,4.84376389e-04,-2.15865788e-04,7.63211370e-01
70,66,5.50781260e-04,5.19531255e-04,5.69657132e-04,-2.12592116e-04,8.85598302e-01
71,66,5.58593776e-04,5.19531255e-04,6.53669820e-04,-2.08919984e-04,1.00716019e+00
72,66,5.66406292e-04,5.19531255e-04,7.36053218e-04,-2.04810247e-04,1.13122344e+00
73,66,5.74218750e-04,5.19531255e-04,8.16596614e-04,-2.00082228e-04,1.27006125e+00
74,66,5.82031265e-04,5.19531255e-04,8.95106466e-04,-1.94853274e-04,1.39581490e+00
75,66,5.89843781e-04,5.19531255e-04,9.71530972e-04,-1.89132770e-04,1.51654232e+00
76,66,5.97656297e-04,5.19531255e-04,1.04574487e-03,-1.83011871e-04,1.62428796e+00
77,66,6.05468755e-04,5.19531255e-04,1.11731282e-03,-1.76514834e-04,1.72308350e+00
78,66,6.13281270e-04,5.19531255e-04,1.18617865e-03,-1.69602528e-04,1.83569169e+00
79,66,6.21093786e-04,5.19531255e-04,1.25213200e-03,-1.62191165e-04,1.93350101e+00
80,66,6.28906302e-04,5.19531255e-04,1.31513609e-03,-1.54412992e-04,2.03634882e+00
81,66,6.36718760e-04,5.19531255e-04,1.37495401e-03,-1.46275430e-04,2.13300228e+00
82,66,6.44531276e-04,5.19531255e-04,1.43146433e-03,-1.37750496e-04,2.22026825e+00
83,66,6.52343791e-04,5.19531255e-04,1.48456730e-03,-1.28938816e-04,2.30486488e+00
84,66,6.60156307e-04,5.19531255e-04,1.53403520e-03,-1.19786360e-04,2.38365197e+00
85,66,6.67968765e-04,5.19531255e-04,1.57978071e-03,-1.10356443e-04,2.44872355e+00
86,66,6.75781281e-04,5.19531255e-04,1.62177975e-03,-1.00701218e-04,2.51056290e+00
87,66,6.83593797e-04,5.19531255e-04,1.66000926e-03,-9.07442954e-05,2.57540464e+00
88,66,6.91406254e-04,5.19531255e-04,1.69427460e-03,-8.05862801e-05,2.62643147e+00
89,66,6.99218770e-04,5.19531255e-04,1.72428007e-03,-7.02458055e-05,2.67101669e+00
90,66,7.07031286e-04,5.19531255e-04,1.75021950e-03,-5.96725222e-05,2.71298862e+00
91,66,7.14843802e-04,5.19531255e-04,1.77178928e-03,-4.89800805e-05,2.74631047e+00
92,66,7.22656259e-04,5.19531255e-04,1.78921164e-03,-3.81777645e-05,2.76797533e+00
93,66,7.30468775e-04,5.19531255e-04,1.80230814e-03,-2.73437854e-05,2.78922153e+00
94,66,7.38281291e-04,5.19531255e-04,1.81115756e-03,-1.63775985e-05,2.80448675e+00
95,66,7.46093807e-04,5.19531255e-04,1.81546842e-03,-5.47844184e-06,2.80618620e+00
96,66,7.53906264e-04,5.19531255e-04,1.81546703e-03,5.48216713e-06,2.80654335e+00
97,66,7.61718780e-04,5.19531255e-04,1.81107980e-03,1.64241555e-05,2.80189300e+00
98,66,7.69531296e-04,5.19531255e-04,1.80246506e-03,2.74350386e-05,2.79007673e+00
99,66,7.77343812e-04,5.19531255e-04,1.78943889e-03,3.83043916e-05,2.76670837e+00
100,66,7.85156270e-04,5.19531255e-04,1.77217124e-03,4.90843668e-05,2.74461412e+00
101,66,7.92968785e-04,5.19531255e-04,1.75054418e-03,5.97284088e-05,2.71039820e+00
102,66,8.00781301e-04,5.19531255e-04,1.72475877e-03,7.02253310e-05,2.67347813e+00
103,66,8.08593817e-04,5.19531255e-04,1.69462920e-03,8.05397649e-05,2.62440538e+00
104,66,8.16406275e-04,5.19531255e-04,1.66045839e-03,9.07573558e-05,2.57096839e+00
105,66,8.24218791e-04,5.19531255e-04,1.62228604e-03,1.00671416e-04,2.50998116e+00
106,66,8.32031306e-04,5.19531255e-04,1.58026488e-03,1.10293127e-04,2.45269203e+00
107,66,8.39843764e-04,5.19531255e-04,1.53439958e-03,1.19771415e-04,2.38821554e+00
108,66,8.47656280e-04,5.19531255e-04,1.48492272e-03,1.29011416e-04,2.31264162e+00
109,66,8.55468796e-04,5.19531255e-04,1.43186073e-03,1.37890122e-04,2.22242689e+00
110,66,8.63281311e-04,5.19531255e-04,1.37537450e-03,1.46387116e-04,2.13149190e+00
111,66,8.71093769e-04,5.19531255e-04,1.31547474e-03,1.54481866e-04,2.03771591e+00
112,66,8.78906285e-04,5.19531255e-04,1.25247648e-03,1.62252618e-04,1.94090128e+00
113,66,8.86718801e-04,5.19531255e-04,1.18641870e-03,1.69598788e-04,1.83712864e+00
