k,z_um,fill,temperature,liquid_frac,curvature,ux,uy,uz,vmag
19,71.25,1.00000000e+00,3.00000488e+02,0.00000000e+00,0.00000000e+00,-4.67770261e-15,6.68243244e-16,-3.47486491e-14,3.50684481e-14
20,75.00,1.00000000e+00,3.00000702e+02,0.00000000e+00,0.00000000e+00,1.33648649e-15,-2.00472963e-15,-3.07391882e-14,3.08334697e-14
21,78.75,1.00000000e+00,3.00001160e+02,0.00000000e+00,0.00000000e+00,-6.68243244e-16,3.34121633e-15,-3.20756740e-14,3.22561497e-14
22,82.50,1.00000000e+00,3.00001892e+02,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,-3.14074328e-14,3.14074328e-14
23,86.25,1.00000000e+00,3.00003448e+02,0.00000000e+00,0.00000000e+00,0.00000000e+00,2.00472963e-15,-3.40804045e-14,3.41393173e-14
24,90.00,1.00000000e+00,3.00006592e+02,0.00000000e+00,0.00000000e+00,0.00000000e+00,1.33648649e-15,-3.14074328e-14,3.14358558e-14
25,93.75,1.00000000e+00,3.00012085e+02,0.00000000e+00,0.00000000e+00,-5.34594596e-15,-6.68243244e-16,-4.27675676e-14,4.31055744e-14
26,97.50,1.00000000e+00,3.00019562e+02,0.00000000e+00,0.00000000e+00,-2.07155409e-14,2.67297298e-15,-5.74689222e-14,6.11470035e-14
27,101.25,1.00000000e+00,3.00027618e+02,0.00000000e+00,0.00000000e+00,-4.20993230e-14,2.67297298e-15,-9.62270289e-14,1.05067302e-13
28,105.00,1.00000000e+00,3.00035248e+02,0.00000000e+00,0.00000000e+00,-8.68716245e-14,0.00000000e+00,-1.07587164e-13,1.38281151e-13
29,108.75,1.00000000e+00,3.00043274e+02,0.00000000e+00,0.00000000e+00,-1.65056079e-13,-1.00236490e-14,-2.20520267e-14,1.66824088e-13
30,112.50,1.00000000e+00,3.00052307e+02,0.00000000e+00,0.00000000e+00,-2.35221619e-13,-2.00472963e-15,1.71070271e-13,2.90857806e-13
31,116.25,1.00000000e+00,3.00062897e+02,0.00000000e+00,0.00000000e+00,-3.12069598e-13,8.68716228e-15,4.67102051e-13,5.61824892e-13
32,120.00,1.00000000e+00,3.00075500e+02,0.00000000e+00,0.00000000e+00,-3.96936498e-13,1.33648653e-14,8.74062162e-13,9.60063409e-13
33,123.75,1.00000000e+00,3.00090607e+02,0.00000000e+00,0.00000000e+00,-4.63760811e-13,1.47013512e-14,1.45409726e-12,1.52633190e-12
34,127.50,1.00000000e+00,3.00108765e+02,0.00000000e+00,0.00000000e+00,-4.99177685e-13,-2.00472963e-15,2.30009328e-12,2.35363790e-12
35,131.25,1.00000000e+00,3.00130676e+02,0.00000000e+00,0.00000000e+00,-5.13210785e-13,2.00472963e-15,3.42207361e-12,3.46034356e-12
36,135.00,1.00000000e+00,3.00157013e+02,0.00000000e+00,0.00000000e+00,-5.40608790e-13,4.00945925e-15,4.88753092e-12,4.91733997e-12
37,138.75,1.00000000e+00,3.00188965e+02,0.00000000e+00,0.00000000e+00,-5.82708090e-13,-2.00472963e-15,6.66038058e-12,6.68582247e-12
38,142.50,1.00000000e+00,3.00227478e+02,0.00000000e+00,0.00000000e+00,-7.23707444e-13,-1.00236490e-14,8.70587283e-12,8.73590696e-12
39,146.25,1.00000000e+00,3.00273865e+02,0.00000000e+00,0.00000000e+00,-1.01639801e-12,-6.68243266e-15,1.09244402e-11,1.09716229e-11
40,150.00,1.00000000e+00,3.00329773e+02,0.00000000e+00,0.00000000e+00,-1.44273721e-12,-2.07155409e-14,1.32820031e-11,1.33601472e-11
41,153.75,1.00000000e+00,3.00397339e+02,0.00000000e+00,0.00000000e+00,-1.88645063e-12,-1.33648653e-14,1.58607537e-11,1.59725514e-11
42,157.50,1.00000000e+00,3.00478821e+02,0.00000000e+00,0.00000000e+00,-2.23393721e-12,-1.33648649e-15,1.87408821e-11,1.88735572e-11
43,161.25,1.00000000e+00,3.00577087e+02,0.00000000e+00,0.00000000e+00,-2.32281360e-12,1.33648653e-14,2.20246286e-11,2.21467809e-11
44,165.00,1.00000000e+00,3.00695618e+02,0.00000000e+00,0.00000000e+00,-2.03546902e-12,1.00236490e-14,2.56805879e-11,2.57611311e-11
45,168.75,1.00000000e+00,3.00838409e+02,0.00000000e+00,0.00000000e+00,-1.29305063e-12,1.26966215e-14,2.95343472e-11,2.95626440e-11
46,172.50,1.00000000e+00,3.01010742e+02,0.00000000e+00,0.00000000e+00,-2.31212158e-13,5.34594596e-15,3.32551243e-11,3.32559293e-11
47,176.25,1.00000000e+00,3.01218781e+02,0.00000000e+00,0.00000000e+00,9.85658820e-13,-3.34121633e-15,3.63450832e-11,3.63584475e-11
48,180.00,1.00000000e+00,3.01469757e+02,0.00000000e+00,0.00000000e+00,2.10897575e-12,-2.67297298e-15,3.84567309e-11,3.85145180e-11
49,183.75,1.00000000e+00,3.01772461e+02,0.00000000e+00,0.00000000e+00,2.94227511e-12,2.00472963e-15,3.95332690e-11,3.96426086e-11
50,187.50,1.00000000e+00,3.02137482e+02,0.00000000e+00,0.00000000e+00,3.35925883e-12,2.73979736e-14,3.98192798e-11,3.99607361e-11
51,191.25,1.00000000e+00,3.02577789e+02,0.00000000e+00,0.00000000e+00,3.34990347e-12,4.54405394e-14,3.96047709e-11,3.97462167e-11
52,195.00,1.00000000e+00,3.03108765e+02,0.00000000e+00,0.00000000e+00,2.97702358e-12,7.75162134e-14,3.92131813e-11,3.93261014e-11
53,198.75,1.00000000e+00,3.03749451e+02,0.00000000e+00,0.00000000e+00,2.36892233e-12,1.02241214e-13,3.87193506e-11,3.87918864e-11
54,202.50,1.00000000e+00,3.04522186e+02,0.00000000e+00,0.00000000e+00,1.66058443e-12,1.32980405e-13,3.82021290e-11,3.82384333e-11
55,206.25,1.00000000e+00,3.05454346e+02,0.00000000e+00,0.00000000e+00,1.04914189e-12,1.64387845e-13,3.77270090e-11,3.77419519e-11
56,210.00,1.00000000e+00,3.06578796e+02,0.00000000e+00,0.00000000e+00,5.92063508e-13,1.81762157e-13,3.73755124e-11,3.73806437e-11
57,213.75,1.00000000e+00,3.07935120e+02,0.00000000e+00,0.00000000e+00,2.91354045e-13,1.95795271e-13,3.73040106e-11,3.73056620e-11
58,217.50,1.00000000e+00,3.09571075e+02,0.00000000e+00,0.00000000e+00,7.08337807e-14,1.81762157e-13,3.75799947e-11,3.75805012e-11
59,221.25,1.00000000e+00,3.11544495e+02,0.00000000e+00,0.00000000e+00,-1.69065540e-13,1.43004057e-13,3.80992217e-11,3.80998670e-11
60,225.00,1.00000000e+00,3.13925018e+02,0.00000000e+00,0.00000000e+00,-3.70874989e-13,7.48432417e-14,3.86585416e-11,3.86603943e-11
61,228.75,1.00000000e+00,3.16796143e+02,0.00000000e+00,0.00000000e+00,-5.21229707e-13,-8.68716228e-15,3.88763882e-11,3.88798820e-11
62,232.50,1.00000000e+00,3.20259521e+02,0.00000000e+00,0.00000000e+00,-4.48391216e-13,-1.31643923e-13,3.84286630e-11,3.84315045e-11
63,236.25,1.00000000e+00,3.24437195e+02,0.00000000e+00,0.00000000e+00,-8.48668941e-14,-2.23861484e-13,3.69819175e-11,3.69826947e-11
64,240.00,9.99999881e-01,3.29476440e+02,0.00000000e+00,0.00000000e+00,5.19893265e-13,-3.68870272e-13,3.49203860e-11,3.49262043e-11
65,243.75,9.99999702e-01,3.35554657e+02,0.00000000e+00,0.00000000e+00,1.14002297e-12,-5.21229707e-13,3.24044507e-11,3.24286882e-11
66,247.50,9.99999166e-01,3.42886475e+02,0.00000000e+00,0.00000000e+00,1.43672303e-12,-6.63565557e-13,3.08400944e-11,3.08806695e-11
67,251.25,9.99997735e-01,3.51731903e+02,0.00000000e+00,0.00000000e+00,1.13668179e-12,-7.49100651e-13,3.00328547e-11,3.00636911e-11
68,255.00,9.99993861e-01,3.62399078e+02,0.00000000e+00,0.00000000e+00,1.65056079e-13,-7.52441891e-13,3.14709162e-11,3.14803426e-11
69,258.75,9.99983311e-01,3.75233612e+02,0.00000000e+00,0.00000000e+00,-1.25696556e-12,-6.20797955e-13,3.28782349e-11,3.29081103e-11
70,262.50,9.99954581e-01,3.90690460e+02,0.00000000e+00,0.00000000e+00,-2.36290805e-12,-4.04955393e-13,3.54229077e-11,3.55039401e-11
71,266.25,9.99876618e-01,4.10044525e+02,0.00000000e+00,0.00000000e+00,-1.97131764e-12,-1.33648653e-14,3.57022328e-11,3.57566199e-11
72,270.00,9.99664664e-01,4.38279480e+02,0.00000000e+00,0.00000000e+00,1.36321618e-12,5.72684478e-13,3.75719768e-11,3.76010612e-11
73,273.75,9.99088943e-01,4.90441620e+02,0.00000000e+00,0.00000000e+00,9.96617979e-12,1.17276685e-12,3.55398488e-11,3.69294074e-11
74,277.50,9.97527361e-01,5.97420837e+02,0.00000000e+00,0.00000000e+00,2.05939207e-11,3.60116277e-12,3.25888865e-11,3.87183861e-11
75,281.25,9.93307114e-01,7.99686279e+02,0.00000000e+00,0.00000000e+00,1.65116219e-11,1.18051853e-11,7.34733455e-12,2.15865555e-11
76,285.00,9.82676804e-01,1.12262512e+03,0.00000000e+00,-3.46952295e+03,-1.11115483e-11,2.16858302e-11,-9.09204448e-11,9.41290032e-11
77,288.75,9.70140994e-01,1.64499292e+03,6.09964728e-01,7.76351094e+04,-2.08103188e-08,2.17113545e-08,-3.34521246e-07,3.35870396e-07
78,292.50,8.87183309e-01,2.43102734e+03,1.00000000e+00,1.45345527e+04,-1.50553664e-04,2.41865400e-05,-5.87620540e-04,6.07082620e-04
79,296.25,7.14537680e-01,2.98966357e+03,1.00000000e+00,-2.18118984e+04,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
