k,z_um,fill,temperature,liquid_frac,curvature,ux,uy,uz,vmag
14,52.50,1.00000000e+00,3.00370514e+02,0.00000000e+00,0.00000000e+00,2.60614860e-14,-2.33885143e-14,-2.08959672e-12,2.08989011e-12
15,56.25,1.00000000e+00,3.00458130e+02,0.00000000e+00,0.00000000e+00,5.07864862e-14,-1.06918919e-14,-2.23727829e-12,2.23788024e-12
16,60.00,1.00000000e+00,3.00563538e+02,0.00000000e+00,0.00000000e+00,6.88290570e-14,-1.26966215e-14,-2.36090336e-12,2.36194072e-12
17,63.75,1.00000000e+00,3.00689972e+02,0.00000000e+00,0.00000000e+00,9.35540572e-14,-1.67060816e-14,-2.51794050e-12,2.51973312e-12
18,67.50,1.00000000e+00,3.00841370e+02,0.00000000e+00,0.00000000e+00,8.62033765e-14,-2.00472963e-15,-2.68366492e-12,2.68504967e-12
19,71.25,1.00000000e+00,3.01022614e+02,0.00000000e+00,0.00000000e+00,9.28858092e-14,-4.00945925e-15,-2.88480611e-12,2.88630383e-12
20,75.00,1.00000000e+00,3.01239655e+02,0.00000000e+00,0.00000000e+00,1.20952022e-13,-2.27202697e-14,-3.03048320e-12,3.03298098e-12
21,78.75,1.00000000e+00,3.01500000e+02,0.00000000e+00,0.00000000e+00,1.22956753e-13,-1.87108104e-14,-3.24097975e-12,3.24336521e-12
22,82.50,1.00000000e+00,3.01812653e+02,0.00000000e+00,0.00000000e+00,1.43004057e-13,-5.27912166e-14,-3.50226293e-12,3.50557886e-12
23,86.25,1.00000000e+00,3.02188141e+02,0.00000000e+00,0.00000000e+00,1.79757427e-13,-8.75398658e-14,-3.73481151e-12,3.74015966e-12
24,90.00,1.00000000e+00,3.02640015e+02,0.00000000e+00,0.00000000e+00,2.22525001e-13,-6.81608090e-14,-4.00945943e-12,4.01620837e-12
25,93.75,1.00000000e+00,3.03183990e+02,0.00000000e+00,0.00000000e+00,2.51927710e-13,-6.21466244e-14,-4.31751943e-12,4.32530964e-12
26,97.50,1.00000000e+00,3.03839264e+02,0.00000000e+00,0.00000000e+00,2.77989193e-13,-7.48432417e-14,-4.61488790e-12,4.62385859e-12
27,101.25,1.00000000e+00,3.04628937e+02,0.00000000e+00,0.00000000e+00,3.04718924e-13,-7.81844614e-14,-4.93764925e-12,4.94766077e-12
28,105.00,1.00000000e+00,3.05580780e+02,0.00000000e+00,0.00000000e+00,3.80898655e-13,-9.08810787e-14,-5.32122089e-12,5.33560999e-12
29,108.75,1.00000000e+00,3.06728210e+02,0.00000000e+00,0.00000000e+00,4.85144585e-13,-1.34985136e-13,-5.68675012e-12,5.70900272e-12
30,112.50,1.00000000e+00,3.08111420e+02,0.00000000e+00,0.00000000e+00,5.77362160e-13,-1.67729058e-13,-6.09237357e-12,6.12196838e-12
31,116.25,1.00000000e+00,3.09778931e+02,0.00000000e+00,0.00000000e+00,6.83612834e-13,-1.76416214e-13,-6.60558457e-12,6.64320682e-12
32,120.00,1.00000000e+00,3.11788696e+02,0.00000000e+00,0.00000000e+00,7.97214183e-13,-1.86439866e-13,-7.15955810e-12,7.20621826e-12
33,123.75,1.00000000e+00,3.14210175e+02,0.00000000e+00,0.00000000e+00,9.58929008e-13,-1.91785810e-13,-7.74694371e-12,7.80842231e-12
34,127.50,1.00000000e+00,3.17126434e+02,0.00000000e+00,0.00000000e+00,1.17878103e-12,-1.87776349e-13,-8.33098868e-12,8.41606559e-12
35,131.25,1.00000000e+00,3.20636536e+02,0.00000000e+00,0.00000000e+00,1.40464734e-12,-2.01809462e-13,-8.94777741e-12,9.05960723e-12
36,135.00,1.00000000e+00,3.24857544e+02,0.00000000e+00,0.00000000e+00,1.68330475e-12,-2.33216902e-13,-9.62804836e-12,9.77687202e-12
37,138.75,1.00000000e+00,3.29927826e+02,0.00000000e+00,0.00000000e+00,2.00873910e-12,-2.71974988e-13,-1.02508514e-11,1.04493515e-11
38,142.50,1.00000000e+00,3.36009277e+02,0.00000000e+00,0.00000000e+00,2.38830136e-12,-3.03382428e-13,-1.09217678e-11,1.11839626e-11
39,146.25,1.00000000e+00,3.43290222e+02,0.00000000e+00,0.00000000e+00,2.84070207e-12,-3.55505393e-13,-1.16107263e-11,1.19584672e-11
40,150.00,1.00000000e+00,3.51986786e+02,0.00000000e+00,0.00000000e+00,3.36660951e-12,-3.99609463e-13,-1.23284195e-11,1.27860734e-11
41,153.75,1.00000000e+00,3.62344482e+02,0.00000000e+00,0.00000000e+00,3.99275318e-12,-4.47722968e-13,-1.30688333e-11,1.36724885e-11
42,157.50,1.00000000e+00,3.74638367e+02,0.00000000e+00,0.00000000e+00,4.70042278e-12,-4.92495259e-13,-1.38466686e-11,1.46310204e-11
43,161.25,1.00000000e+00,3.89170502e+02,0.00000000e+00,0.00000000e+00,5.57715809e-12,-5.47291216e-13,-1.48343317e-11,1.58575410e-11
44,165.00,1.00000000e+00,4.06265778e+02,0.00000000e+00,0.00000000e+00,6.64701540e-12,-5.54641890e-13,-1.59576484e-11,1.72955764e-11
45,168.75,1.00000000e+00,4.26264771e+02,0.00000000e+00,0.00000000e+00,7.91400452e-12,-5.92731756e-13,-1.71337562e-11,1.88824893e-11
46,172.50,1.00000000e+00,4.49512756e+02,0.00000000e+00,0.00000000e+00,9.36542944e-12,-6.67574991e-13,-1.83065230e-11,2.05739089e-11
47,176.25,1.00000000e+00,4.76345856e+02,0.00000000e+00,0.00000000e+00,1.10320277e-11,-7.97882431e-13,-1.92139984e-11,2.21702500e-11
48,180.00,1.00000000e+00,5.07073853e+02,0.00000000e+00,0.00000000e+00,1.28235877e-11,-8.96782431e-13,-1.96917916e-11,2.35162775e-11
49,183.75,1.00000000e+00,5.41960815e+02,0.00000000e+00,0.00000000e+00,1.48376728e-11,-9.96350680e-13,-1.99951739e-11,2.49189922e-11
50,187.50,1.00000000e+00,5.81204651e+02,0.00000000e+00,0.00000000e+00,1.71344258e-11,-1.07854459e-12,-2.02009937e-11,2.65109774e-11
51,191.25,1.00000000e+00,6.24915588e+02,0.00000000e+00,0.00000000e+00,1.95935594e-11,-1.17744464e-12,-2.00573204e-11,2.80640355e-11
52,195.00,9.99999881e-01,6.73092529e+02,0.00000000e+00,0.00000000e+00,2.20700697e-11,-1.29238243e-12,-1.95982380e-11,2.95440200e-11
53,198.75,9.99999702e-01,7.25603088e+02,0.00000000e+00,0.00000000e+00,2.44931193e-11,-1.34316896e-12,-1.92814913e-11,3.12008475e-11
54,202.50,9.99999166e-01,7.82142029e+02,0.00000000e+00,0.00000000e+00,2.66488723e-11,-1.29305063e-12,-1.90395859e-11,3.27771282e-11
55,206.25,9.99997735e-01,8.42209106e+02,0.00000000e+00,0.00000000e+00,2.90211362e-11,-1.15405613e-12,-1.94057843e-11,3.49305411e-11
56,210.00,9.99993861e-01,9.05015137e+02,0.00000000e+00,0.00000000e+00,3.30833867e-11,-8.28621622e-13,-2.18127964e-11,3.96357808e-11
57,213.75,9.99983311e-01,9.69482117e+02,0.00000000e+00,0.00000000e+00,4.04494320e-11,-2.47250002e-13,-2.58817291e-11,4.80216769e-11
58,217.50,9.99954581e-01,1.03409045e+03,0.00000000e+00,0.00000000e+00,5.11145952e-11,9.83654022e-13,-2.64056312e-11,5.75406528e-11
59,221.25,9.99876618e-01,1.09695764e+03,0.00000000e+00,0.00000000e+00,5.69122735e-11,3.46951894e-12,-1.54183766e-11,5.90658147e-11
60,225.00,9.99664664e-01,1.15630029e+03,0.00000000e+00,0.00000000e+00,-3.42808789e-13,5.27177087e-12,-1.28730377e-11,1.39148909e-11
61,228.75,9.99642372e-01,1.20982617e+03,0.00000000e+00,0.00000000e+00,6.77197708e-12,5.17086634e-12,-7.82873696e-11,7.87496665e-11
62,232.50,9.85099256e-01,1.25570312e+03,0.00000000e+00,-2.99536156e+05,-3.71654169e-05,5.13885539e-08,3.26979753e-05,4.95017994e-05
63,236.25,9.59805250e-01,1.29226367e+03,0.00000000e+00,-2.51876297e+05,1.30128328e-05,1.38525964e-08,-5.69652184e-06,1.42050831e-05
64,240.00,9.87016022e-01,1.31630701e+03,0.00000000e+00,1.01103477e+05,3.35775658e-05,-8.08933507e-08,-8.60670116e-05,9.23850093e-05
65,243.75,9.70692039e-01,1.32336951e+03,0.00000000e+00,3.48005750e+05,1.39209558e-04,-2.26387783e-07,-1.63367469e-04,2.14635234e-04
66,247.50,9.08501863e-01,1.30180505e+03,0.00000000e+00,2.33113609e+05,1.80842893e-04,-3.28180619e-07,-5.91668359e-04,6.18688704e-04
67,251.25,7.17429042e-01,1.25030200e+03,0.00000000e+00,1.76101523e+04,1.90862047e-04,-1.91604883e-07,-3.93948547e-04,4.37748560e-04
68,255.00,4.80561554e-01,1.17525757e+03,0.00000000e+00,-3.14096152e+04,8.67369163e-05,-6.23591063e-08,-3.24522262e-04,3.35913675e-04
69,258.75,2.65360266e-01,1.08395154e+03,0.00000000e+00,1.42541489e+02,1.94804670e-05,-1.15436538e-09,1.17525575e-04,1.19129130e-04
70,262.50,1.27043471e-01,9.80865601e+02,0.00000000e+00,5.91219141e+03,2.03040301e-07,5.59559100e-11,-1.31119132e-05,1.31134857e-05
71,266.25,5.27622625e-02,8.65632080e+02,0.00000000e+00,-1.28560144e+03,2.52386325e-08,-2.14739858e-11,-4.20482593e-06,4.20490187e-06
72,270.00,2.34358497e-02,7.45048157e+02,0.00000000e+00,8.46512604e+00,-1.71794037e-10,3.37023134e-13,4.39414237e-07,4.39414265e-07
73,273.75,6.69285655e-03,6.23324890e+02,0.00000000e+00,0.00000000e+00,-1.09319248e-10,-1.00904731e-13,-8.93133831e-11,1.41165107e-10
74,277.50,2.47260928e-03,5.03777466e+02,0.00000000e+00,0.00000000e+00,-8.21224200e-11,-1.42335809e-13,-7.63862168e-11,1.12155993e-10
75,281.25,9.11056995e-04,3.88252167e+02,0.00000000e+00,0.00000000e+00,-6.33728486e-11,-8.88763482e-14,-6.61814770e-11,9.16303144e-11
76,285.00,3.35335732e-04,2.77246368e+02,0.00000000e+00,0.00000000e+00,-5.00794857e-11,-1.03577703e-13,-5.88635460e-11,7.72844289e-11
77,288.75,1.23381615e-04,1.70223602e+02,0.00000000e+00,0.00000000e+00,-4.04634659e-11,-1.39662845e-13,-5.39399254e-11,6.74301656e-11
78,292.50,4.53889370e-05,6.59540329e+01,0.00000000e+00,0.00000000e+00,-3.34890102e-11,-1.07587164e-13,-5.00059785e-11,6.01840799e-11
79,296.25,1.66893005e-05,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
