k,z_um,fill,temperature,liquid_frac,curvature,ux,uy,uz,vmag
29,108.75,1.00000000e+00,3.00009216e+02,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
30,112.50,1.00000000e+00,3.00011017e+02,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
31,116.25,1.00000000e+00,3.00013245e+02,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
32,120.00,1.00000000e+00,3.00015778e+02,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
33,123.75,1.00000000e+00,3.00018921e+02,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
34,127.50,1.00000000e+00,3.00022888e+02,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
35,131.25,1.00000000e+00,3.00027466e+02,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
36,135.00,1.00000000e+00,3.00032928e+02,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
37,138.75,1.00000000e+00,3.00039703e+02,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
38,142.50,1.00000000e+00,3.00047760e+02,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
39,146.25,1.00000000e+00,3.00057343e+02,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
40,150.00,1.00000000e+00,3.00069031e+02,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
41,153.75,1.00000000e+00,3.00083191e+02,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
42,157.50,1.00000000e+00,3.00100311e+02,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
43,161.25,1.00000000e+00,3.00121063e+02,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
44,165.00,1.00000000e+00,3.00145813e+02,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
45,168.75,1.00000000e+00,3.00175781e+02,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
46,172.50,1.00000000e+00,3.00211731e+02,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
47,176.25,1.00000000e+00,3.00255310e+02,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
48,180.00,1.00000000e+00,3.00307953e+02,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
49,183.75,1.00000000e+00,3.00371368e+02,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
50,187.50,1.00000000e+00,3.00447784e+02,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
51,191.25,1.00000000e+00,3.00540009e+02,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
52,195.00,1.00000000e+00,3.00651215e+02,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
53,198.75,1.00000000e+00,3.00785339e+02,0.00000000e+00,0.00000000e+00,-1.33648649e-15,0.00000000e+00,-1.33648649e-15,1.89007737e-15
54,202.50,1.00000000e+00,3.00947205e+02,0.00000000e+00,0.00000000e+00,0.00000000e+00,6.68243244e-16,-6.68243244e-16,9.45038683e-16
55,206.25,1.00000000e+00,3.01142395e+02,0.00000000e+00,0.00000000e+00,-1.33648649e-15,6.68243244e-16,-6.68243244e-16,1.63685496e-15
56,210.00,1.00000000e+00,3.01377930e+02,0.00000000e+00,0.00000000e+00,6.68243244e-16,0.00000000e+00,-1.33648649e-15,1.49423738e-15
57,213.75,1.00000000e+00,3.01661987e+02,0.00000000e+00,0.00000000e+00,-1.33648649e-15,-1.33648649e-15,-2.00472980e-14,2.01362009e-14
58,217.50,1.00000000e+00,3.02004669e+02,0.00000000e+00,0.00000000e+00,-1.47013512e-14,0.00000000e+00,-1.93790540e-13,1.94347373e-13
59,221.25,1.00000000e+00,3.02417999e+02,0.00000000e+00,0.00000000e+00,-1.00236490e-13,-1.33648649e-15,-1.08923645e-12,1.09383965e-12
60,225.00,1.00000000e+00,3.02916565e+02,0.00000000e+00,0.00000000e+00,-5.85381082e-13,-6.68243244e-16,-4.75321432e-12,4.78912483e-12
61,228.75,1.00000000e+00,3.03518036e+02,0.00000000e+00,0.00000000e+00,-2.70571694e-12,3.34121633e-15,-1.76970851e-11,1.79027296e-11
62,232.50,1.00000000e+00,3.04243347e+02,0.00000000e+00,0.00000000e+00,-1.09498339e-11,4.00945925e-15,-5.68541360e-11,5.78989773e-11
63,236.25,1.00000000e+00,3.05118378e+02,0.00000000e+00,0.00000000e+00,-3.78646663e-11,4.67770261e-15,-1.58336233e-10,1.62800787e-10
64,240.00,9.99999881e-01,3.06173767e+02,0.00000000e+00,0.00000000e+00,-1.16727392e-10,3.34121633e-15,-3.84676235e-10,4.01996381e-10
65,243.75,9.99999702e-01,3.07446747e+02,0.00000000e+00,0.00000000e+00,-3.15734244e-10,4.00945925e-15,-8.17004242e-10,8.75890416e-10
66,247.50,9.99999166e-01,3.08982300e+02,0.00000000e+00,0.00000000e+00,-7.76456566e-10,3.34121633e-15,-1.50830248e-09,1.69642600e-09
67,251.25,9.99997735e-01,3.10834686e+02,0.00000000e+00,0.00000000e+00,-1.70829373e-09,6.68243266e-15,-2.37664044e-09,2.92689051e-09
68,255.00,9.99993861e-01,3.13069092e+02,0.00000000e+00,0.00000000e+00,-3.44421713e-09,1.00236490e-14,-3.07247028e-09,4.61548533e-09
69,258.75,9.99983311e-01,3.15764313e+02,0.00000000e+00,0.00000000e+00,-6.23916874e-09,4.67770261e-15,-2.95591862e-09,6.90396140e-09
70,262.50,9.99954581e-01,3.19015259e+02,0.00000000e+00,0.00000000e+00,-1.03780380e-08,-4.67770261e-15,-1.31126565e-09,1.04605489e-08
71,266.25,9.99876618e-01,3.22936646e+02,0.00000000e+00,0.00000000e+00,-1.57568802e-08,9.35540521e-15,2.34854358e-09,1.59309437e-08
72,270.00,9.99664664e-01,3.27666748e+02,0.00000000e+00,0.00000000e+00,-2.22436736e-08,0.00000000e+00,8.36806091e-09,2.37656348e-08
73,273.75,9.99088943e-01,3.33371124e+02,0.00000000e+00,0.00000000e+00,-2.89905682e-08,1.00236490e-14,1.62480642e-08,3.32333059e-08
74,277.50,9.97527361e-01,3.40262268e+02,0.00000000e+00,0.00000000e+00,-3.35298971e-08,1.73743263e-14,2.86807236e-08,4.41229844e-08
75,281.25,9.93307114e-01,3.48503906e+02,0.00000000e+00,0.00000000e+00,-1.93702228e-08,-3.80898655e-14,1.40790783e-08,2.39463134e-08
76,285.00,9.90448296e-01,3.56085938e+02,0.00000000e+00,0.00000000e+00,1.47725805e-08,-2.43799935e-14,1.91758396e-08,2.42062388e-08
77,288.75,9.67384458e-01,3.64992218e+02,0.00000000e+00,1.39154043e+04,5.19396167e-07,-1.12217570e-12,-1.80694386e-07,5.49929837e-07
78,292.50,8.95607412e-01,9.97782715e+02,0.00000000e+00,1.03306352e+05,1.03140076e-06,-1.60866470e-12,-4.16864721e-09,1.03140917e-06
79,296.25,7.45868921e-01,2.47563306e+03,1.00000000e+00,1.05365186e+04,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
