k,z_um,fill,temperature,liquid_frac,curvature,ux,uy,uz,vmag
30,112.50,1.00000000e+00,3.01690948e+02,0.00000000e+00,0.00000000e+00,-1.08255405e-13,2.67297298e-15,2.25197980e-13,2.49880981e-13
31,116.25,1.00000000e+00,3.02038208e+02,0.00000000e+00,0.00000000e+00,-1.01572972e-13,1.67060816e-14,2.82666902e-13,3.00826773e-13
32,120.00,1.00000000e+00,3.02457031e+02,0.00000000e+00,0.00000000e+00,-1.13601348e-13,1.53695941e-14,3.28107441e-13,3.47557161e-13
33,123.75,1.00000000e+00,3.02961975e+02,0.00000000e+00,0.00000000e+00,-1.52359462e-13,2.33885143e-14,3.91590541e-13,4.20836760e-13
34,127.50,1.00000000e+00,3.03571228e+02,0.00000000e+00,0.00000000e+00,-1.91117562e-13,2.47250002e-14,4.00945959e-13,4.44853816e-13
35,131.25,1.00000000e+00,3.04305969e+02,0.00000000e+00,0.00000000e+00,-2.28539193e-13,3.00709470e-14,4.47054720e-13,5.02983451e-13
36,135.00,1.00000000e+00,3.05192505e+02,0.00000000e+00,0.00000000e+00,-2.61283101e-13,9.35540521e-15,5.13210785e-13,5.75970207e-13
37,138.75,1.00000000e+00,3.06261963e+02,0.00000000e+00,0.00000000e+00,-3.23429732e-13,6.01418931e-15,6.11442591e-13,6.91740556e-13
38,142.50,1.00000000e+00,3.07551819e+02,0.00000000e+00,0.00000000e+00,-3.90922293e-13,3.87581067e-14,6.72252727e-13,7.78618110e-13
39,146.25,1.00000000e+00,3.09107513e+02,0.00000000e+00,0.00000000e+00,-4.77793911e-13,2.07155409e-14,7.00318926e-13,8.48034642e-13
40,150.00,1.00000000e+00,3.10984100e+02,0.00000000e+00,0.00000000e+00,-5.88722322e-13,2.40567572e-14,7.73825665e-13,9.72614459e-13
41,153.75,1.00000000e+00,3.13247742e+02,0.00000000e+00,0.00000000e+00,-6.92300004e-13,1.93790533e-14,8.64706744e-13,1.10786846e-12
42,157.50,1.00000000e+00,3.15978241e+02,0.00000000e+00,0.00000000e+00,-8.26616878e-13,2.67297306e-14,9.50910141e-13,1.26025395e-12
43,161.25,1.00000000e+00,3.19271912e+02,0.00000000e+00,0.00000000e+00,-1.01773451e-12,2.80662165e-14,1.00169666e-12,1.42827427e-12
44,165.00,1.00000000e+00,3.23244843e+02,0.00000000e+00,0.00000000e+00,-1.27701289e-12,2.67297298e-15,1.08255408e-12,1.67412427e-12
45,168.75,1.00000000e+00,3.28036987e+02,0.00000000e+00,0.00000000e+00,-1.52493111e-12,-1.53695941e-14,1.20283785e-12,1.94228466e-12
46,172.50,1.00000000e+00,3.33817474e+02,0.00000000e+00,0.00000000e+00,-1.86773990e-12,-9.35540521e-15,1.32913580e-12,2.29240953e-12
47,176.25,1.00000000e+00,3.40789978e+02,0.00000000e+00,0.00000000e+00,-2.24863856e-12,2.73979736e-14,1.41667570e-12,2.65783684e-12
48,180.00,1.00000000e+00,3.49200012e+02,0.00000000e+00,0.00000000e+00,-2.70170735e-12,2.53932431e-14,1.44941958e-12,3.06605349e-12
49,183.75,1.00000000e+00,3.59343140e+02,0.00000000e+00,0.00000000e+00,-3.18818843e-12,1.73743246e-14,1.41132971e-12,3.48664587e-12
50,187.50,1.00000000e+00,3.71574097e+02,0.00000000e+00,0.00000000e+00,-3.79228029e-12,1.13601348e-14,1.35920680e-12,4.02851884e-12
51,191.25,1.00000000e+00,3.86317169e+02,0.00000000e+00,0.00000000e+00,-4.51999722e-12,2.13837838e-14,1.25763375e-12,4.69174569e-12
52,195.00,9.99999881e-01,4.04074493e+02,0.00000000e+00,0.00000000e+00,-5.36599324e-12,1.80425675e-14,1.00236486e-12,5.45884084e-12
53,198.75,9.99999702e-01,4.25432648e+02,0.00000000e+00,0.00000000e+00,-6.26478036e-12,1.67060816e-14,5.67338494e-13,6.29043909e-12
54,202.50,9.99999166e-01,4.51059204e+02,0.00000000e+00,0.00000000e+00,-7.13817417e-12,1.33648649e-15,-1.74411484e-13,7.14030484e-12
55,206.25,9.99997735e-01,4.81686371e+02,0.00000000e+00,0.00000000e+00,-8.00221261e-12,6.68243244e-16,-1.22021219e-12,8.09470980e-12
56,210.00,9.99993861e-01,5.18066650e+02,0.00000000e+00,0.00000000e+00,-8.69451299e-12,-4.00945925e-15,-2.63488320e-12,9.08499751e-12
57,213.75,9.99983311e-01,5.60896973e+02,0.00000000e+00,0.00000000e+00,-9.12686593e-12,1.33648649e-15,-4.48725345e-12,1.01703064e-11
58,217.50,9.99954581e-01,6.10688354e+02,0.00000000e+00,0.00000000e+00,-9.21173294e-12,-1.06918919e-14,-6.65837567e-12,1.13661823e-11
59,221.25,9.99876618e-01,6.67587769e+02,0.00000000e+00,0.00000000e+00,-8.80209967e-12,-4.67770261e-15,-9.10013644e-12,1.26605480e-11
60,225.00,9.99664664e-01,7.31142944e+02,0.00000000e+00,0.00000000e+00,-7.55048021e-12,0.00000000e+00,-1.19415068e-11,1.41283166e-11
61,228.75,9.99088943e-01,8.00002014e+02,0.00000000e+00,0.00000000e+00,-4.99044035e-12,-6.68243266e-15,-1.49552835e-11,1.57659458e-11
62,232.50,9.97527361e-01,8.71648132e+02,0.00000000e+00,0.00000000e+00,-1.04446421e-12,-1.67060816e-14,-1.74090724e-11,1.74403842e-11
63,236.25,9.93307114e-01,9.41872314e+02,0.00000000e+00,0.00000000e+00,3.82101469e-12,-1.40331082e-14,-1.86413142e-11,1.90288982e-11
64,240.00,9.82015252e-01,1.00463232e+03,0.00000000e+00,5.25847839e+02,2.46335646e-10,-1.40331082e-14,-1.77411735e-07,1.77411906e-07
65,243.75,9.52575564e-01,1.05095789e+03,0.00000000e+00,3.29772552e+02,9.98670147e-10,-7.35067558e-15,4.13486219e-07,4.13487413e-07
66,247.50,8.80798519e-01,1.06848328e+03,0.00000000e+00,-2.33305725e+02,1.69936309e-09,-3.30122261e-15,1.41752241e-06,1.41752344e-06
67,251.25,7.31060028e-01,1.04100220e+03,0.00000000e+00,-2.54667496e+02,2.22877361e-09,5.38609108e-15,1.97050076e-06,1.97050190e-06
68,255.00,5.00014126e-01,9.47752808e+02,0.00000000e+00,-1.66799866e+02,1.49472557e-09,-7.31052114e-15,1.46436105e-06,1.46436173e-06
69,258.75,2.68957317e-01,8.02122742e+02,0.00000000e+00,-4.59081612e+01,4.26767760e-10,2.67297298e-15,6.19187574e-07,6.19187745e-07
70,262.50,1.19231731e-01,6.56509155e+02,0.00000000e+00,0.00000000e+00,1.22154864e-11,-1.13601348e-14,2.14205372e-11,2.46588253e-11
71,266.25,4.74551916e-02,5.37945129e+02,0.00000000e+00,0.00000000e+00,4.92094343e-12,-1.47013512e-14,1.79643835e-11,1.86261909e-11
72,270.00,1.80137921e-02,4.41148865e+02,0.00000000e+00,0.00000000e+00,6.68243239e-13,-1.33648653e-14,1.44534332e-11,1.44688784e-11
73,273.75,6.69285655e-03,3.60368622e+02,0.00000000e+00,0.00000000e+00,-1.69800610e-12,-1.20283786e-14,1.14176038e-11,1.15431813e-11
74,277.50,2.47260928e-03,2.90136871e+02,0.00000000e+00,0.00000000e+00,-2.92423247e-12,0.00000000e+00,8.91436491e-12,9.38173931e-12
75,281.25,9.11056995e-04,2.25771988e+02,0.00000000e+00,0.00000000e+00,-3.43142897e-12,-6.01418931e-15,6.90829859e-12,7.71358064e-12
76,285.00,3.35335732e-04,1.63799759e+02,0.00000000e+00,0.00000000e+00,-3.51362299e-12,6.01418931e-15,5.34661421e-12,6.39780156e-12
77,288.75,1.23381615e-04,1.02128815e+02,0.00000000e+00,0.00000000e+00,-3.37195549e-12,1.80425675e-14,4.05155900e-12,5.27119928e-12
78,292.50,4.53889370e-05,3.99617538e+01,0.00000000e+00,0.00000000e+00,-3.12470536e-12,2.20520267e-14,3.04451625e-12,4.36272242e-12
79,296.25,1.66893005e-05,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00,0.00000000e+00
