ix,iy,x,y,T_K,theta,ux_star,uy_star
19,17,0.395833,0.354167,301.664,0.666379,2.1227,-1.49325
20,17,0.416667,0.354167,301.491,0.64906,2.17358,-1.23163
21,17,0.4375,0.354167,301.317,0.631671,2.21145,-0.96394
22,17,0.458333,0.354167,301.142,0.61416,2.2361,-0.691748
23,17,0.479167,0.354167,300.965,0.596454,2.24735,-0.416395
24,17,0.5,0.354167,300.785,0.578488,2.2451,-0.139016
25,17,0.520833,0.354167,300.602,0.560199,2.2293,0.139404
26,17,0.541667,0.354167,300.415,0.541516,2.19995,0.417965
27,17,0.5625,0.354167,300.224,0.522363,2.15717,0.69577
28,17,0.583333,0.354167,300.027,0.502692,2.10116,0.971876
29,17,0.604167,0.354167,299.824,0.48244,2.03223,1.2452
30,17,0.625,0.354167,299.616,0.461551,1.95084,1.51442
31,17,0.645833,0.354167,299.4,0.43999,1.85758,1.77793
32,17,0.666667,0.354167,299.177,0.417722,1.75324,2.03368
33,17,0.6875,0.354167,298.947,0.394727,1.63876,2.27909
34,17,0.708333,0.354167,298.71,0.371011,1.51531,2.51096
35,17,0.729167,0.354167,298.466,0.346582,1.38427,2.72533
36,17,0.75,0.354167,298.215,0.32149,1.24726,2.91735
37,17,0.770833,0.354167,297.958,0.295782,1.10611,3.08119
38,17,0.791667,0.354167,297.695,0.269537,0.962897,3.20991
39,17,0.8125,0.354167,297.428,0.242847,0.819922,3.29535
40,17,0.833333,0.354167,297.158,0.21582,0.67968,3.32802
41,17,0.854167,0.354167,296.886,0.18858,0.544874,3.29704
42,17,0.875,0.354167,296.613,0.161258,0.418339,3.19005
43,17,0.895833,0.354167,296.34,0.133984,0.30303,2.99314
44,17,0.916667,0.354167,296.069,0.106885,0.201971,2.6908
45,17,0.9375,0.354167,295.801,0.0800659,0.1182,2.26589
46,17,0.958333,0.354167,295.536,0.0536163,0.0547041,1.69956
47,17,0.979167,0.354167,295.276,0.0275696,0.0143873,0.971268
48,17,1,0.354167,295,0,0,0
0,18,0,0.375,305,1,0,0
1,18,0.0208333,0.375,304.833,0.983301,0.0216196,-0.839611
2,18,0.0416667,0.375,304.669,0.966922,0.0770902,-1.49943
3,18,0.0625,0.375,304.497,0.949661,0.159042,-2.0367
4,18,0.0833333,0.375,304.317,0.931717,0.261013,-2.4631
5,18,0.104167,0.375,304.133,0.913275,0.377409,-2.78961
6,18,0.125,0.375,303.945,0.894504,0.503423,-3.02659
7,18,0.145833,0.375,303.755,0.87554,0.634987,-3.18377
8,18,0.166667,0.375,303.565,0.856512,0.768691,-3.27027
9,18,0.1875,0.375,303.375,0.8375,0.901705,-3.29462
10,18,0.208333,0.375,303.186,0.818585,1.03172,-3.26468
11,18,0.229167,0.375,302.998,0.799826,1.15687,-3.1877
12,18,0.25,0.375,302.813,0.781253,1.27564,-3.07031
13,18,0.270833,0.375,302.629,0.762884,1.38684,-2.91848
14,18,0.291667,0.375,302.447,0.74473,1.48953,-2.73759
15,18,0.3125,0.375,302.268,0.726782,1.58296,-2.53239
16,18,0.333333,0.375,302.09,0.709027,1.66653,-2.3071
17,18,0.354167,0.375,301.914,0.691418,1.7398,-2.06539
18,18,0.375,0.375,301.739,0.673929,1.80237,-1.81042
19,18,0.395833,0.375,301.565,0.656522,1.85396,-1.54491
20,18,0.416667,0.375,301.391,0.639139,1.89431,-1.27116
21,18,0.4375,0.375,301.217,0.621722,1.92323,-0.991125
22,18,0.458333,0.375,301.042,0.604218,1.94058,-0.70643
23,18,0.479167,0.375,300.865,0.586548,1.94622,-0.41846
24,18,0.5,0.375,300.687,0.568658,1.9401,-0.128401
25,18,0.520833,0.375,300.505,0.550482,1.9222,0.162698
26,18,0.541667,0.375,300.319,0.531949,1.89257,0.453856
27,18,0.5625,0.375,300.13,0.512985,1.85135,0.7441
28,18,0.583333,0.375,299.935,0.493533,1.79873,1.03238
29,18,0.604167,0.375,299.735,0.473541,1.73505,1.31748
30,18,0.625,0.375,299.53,0.452954,1.66076,1.59797
31,18,0.645833,0.375,299.317,0.431735,1.57646,1.87206
32,18,0.666667,0.375,299.099,0.409851,1.4829,2.13753
33,18,0.6875,0.375,298.873,0.387283,1.38101,2.39164
34,18,0.708333,0.375,298.64,0.364035,1.27189,2.63096
35,18,0.729167,0.375,298.401,0.340118,1.15685,2.85132
36,18,0.75,0.375,298.156,0.315573,1.03739,3.04768
37,18,0.770833,0.375,297.905,0.290454,0.915208,3.21398
38,18,0.791667,0.375,297.648,0.264822,0.792174,3.34308
39,18,0.8125,0.375,297.388,0.238766,0.670339,3.42664
40,18,0.833333,0.375,297.124,0.212381,0.551882,3.45501
41,18,0.854167,0.375,296.858,0.185788,0.4391,3.41719
42,18,0.875,0.375,296.591,0.159088,0.334347,3.30072
43,18,0.895833,0.375,296.324,0.132404,0.23998,3.09165
44,18,0.916667,0.375,296.058,0.105838,0.158328,2.77451
45,18,0.9375,0.375,295.795,0.0794647,0.0915907,2.33222
46,18,0.958333,0.375,295.533,0.0533417,0.041805,1.74608
47,18,0.979167,0.375,295.275,0.0274902,0.0107717,0.995729
48,18,1,0.375,295,0,0,0
0,19,0,0.395833,305,1,0,0
1,19,0.0208333,0.395833,304.823,0.982257,0.0196399,-0.87761
2,19,0.0416667,0.395833,304.649,0.964914,0.0695907,-1.56582
3,19,0.0625,0.395833,304.467,0.946738,0.142873,-2.12479
4,19,0.0833333,0.395833,304.279,0.927948,0.233442,-2.56705
5,19,0.104167,0.395833,304.087,0.908719,0.336109,-2.90442
6,19,0.125,0.395833,303.892,0.889212,0.446477,-3.14803
7,19,0.145833,0.395833,303.696,0.869574,0.560876,-3.3083
8,19,0.166667,0.395833,303.499,0.849921,0.676276,-3.39497
9,19,0.1875,0.395833,303.303,0.830341,0.790218,-3.41709
10,19,0.208333,0.395833,303.109,0.81091,0.900728,-3.383
11,19,0.229167,0.395833,302.917,0.791687,1.00625,-3.30035
12,19,0.25,0.395833,302.727,0.772699,1.10557,-3.17607
13,19,0.270833,0.395833,302.54,0.753958,1.19776,-3.01641
14,19,0.291667,0.395833,302.355,0.735486,1.2821,-2.82695
15,19,0.3125,0.395833,302.173,0.717258,1.35807,-2.61264
16,19,0.333333,0.395833,301.993,0.699261,1.42526,-2.3778
17,19,0.354167,0.395833,301.815,0.681461,1.48337,-2.12619
18,19,0.375,0.395833,301.638,0.663818,1.53217,-1.86106
19,19,0.395833,0.395833,301.463,0.646295,1.57146,-1.58518
20,19,0.416667,0.395833,301.288,0.628836,1.60112,-1.30088
21,19,0.4375,0.395833,301.114,0.611383,1.62102,-1.01016
22,19,0.458333,0.395833,300.939,0.593872,1.63109,-0.714686
23,19,0.479167,0.395833,300.762,0.576242,1.63126,-0.415873
24,19,0.5,0.395833,300.584,0.558426,1.6215,-0.114952
25,19,0.520833,0.395833,300.404,0.540359,1.60185,0.186973
26,19,0.541667,0.395833,300.22,0.521973,1.57238,0.488862
27,19,0.5625,0.395833,300.032,0.503198,1.53323,0.789653
28,19,0.583333,0.395833,299.84,0.483981,1.48464,1.0882
29,19,0.604167,0.395833,299.643,0.464258,1.42693,1.38319
30,19,0.625,0.395833,299.44,0.443988,1.36056,1.67304
31,19,0.645833,0.395833,299.231,0.423123,1.28609,1.95584
32,19,0.666667,0.395833,299.016,0.401642,1.20425,2.2292
33,19,0.6875,0.395833,298.795,0.379523,1.11591,2.49019
34,19,0.708333,0.395833,298.568,0.356766,1.02213,2.73524
35,19,0.729167,0.395833,298.334,0.333392,0.924094,2.95999
36,19,0.75,0.395833,298.094,0.309421,0.823188,3.1592
37,19,0.770833,0.395833,297.849,0.284909,0.720929,3.32667
38,19,0.791667,0.395833,297.599,0.259918,0.61897,3.45509
39,19,0.8125,0.395833,297.345,0.234521,0.519087,3.53602
40,19,0.833333,0.395833,297.088,0.20881,0.42311,3.5597
41,19,0.854167,0.395833,296.829,0.182883,0.332917,3.51508
42,19,0.875,0.395833,296.568,0.15683,0.250358,3.38972
43,19,0.895833,0.395833,296.307,0.130746,0.177198,3.16975
44,19,0.916667,0.395833,296.047,0.104718,0.115057,2.83982
45,19,0.9375,0.395833,295.788,0.0788055,0.0653341,2.38303
46,19,0.958333,0.395833,295.53,0.0530243,0.0291423,1.78097
47,19,0.979167,0.395833,295.274,0.0273743,0.00724738,1.01359
48,19,1,0.395833,295,0,0,0
0,20,0,0.416667,305,1,0,0
1,20,0.0208333,0.416667,304.812,0.981171,0.0175227,-0.911662
2,20,0.0416667,0.416667,304.628,0.96282,0.0615855,-1.62481
3,20,0.0625,0.416667,304.437,0.943707,0.125646,-2.20244
4,20,0.0833333,0.416667,304.24,0.924045,0.20411,-2.65796
5,20,0.104167,0.416667,304.04,0.904004,0.292235,-3.00404
6,20,0.125,0.416667,303.837,0.883746,0.386071,-3.25253
7,20,0.145833,0.416667,303.634,0.863422,0.482379,-3.41455
8,20,0.166667,0.416667,303.431,0.843134,0.578547,-3.50044
9,20,0.1875,0.416667,303.23,0.822974,0.672504,-3.51975
10,20,0.208333,0.416667,303.03,0.803021,0.762635,-3.48126
11,20,0.229167,0.416667,302.833,0.783322,0.847718,-3.39299
12,20,0.25,0.416667,302.639,0.76391,0.926843,-3.26217
13,20,0.270833,0.416667,302.448,0.744794,0.999354,-3.09529
14,20,0.291667,0.416667,302.26,0.725983,1.06479,-2.89811
15,20,0.3125,0.416667,302.075,0.707468,1.12281,-2.6757
16,20,0.333333,0.416667,301.892,0.689224,1.17323,-2.43251
17,20,0.354167,0.416667,301.712,0.671219,1.21588,-2.17236
18,20,0.375,0.416667,301.534,0.653415,1.25068,-1.89856
19,20,0.395833,0.416667,301.358,0.63577,1.27758,-1.61389
20,20,0.416667,0.416667,301.182,0.618228,1.29651,-1.32073
21,20,0.4375,0.416667,301.007,0.600723,1.30745,-1.02109
22,20,0.458333,0.416667,300.832,0.5832,1.31038,-0.716655
23,20,0.479167,0.416667,300.656,0.565601,1.30531,-0.408867
24,20,0.5,0.416667,300.479,0.547852,1.29224,-0.0989931
25,20,0.520833,0.416667,300.299,0.529898,1.27124,0.211822
26,20,0.541667,0.416667,300.117,0.511661,1.24241,0.522478
27,20,0.5625,0.416667,299.931,0.493082,1.20591,0.831843
28,20,0.583333,0.416667,299.741,0.474097,1.16197,1.13868
29,20,0.604167,0.416667,299.547,0.454657,1.11093,1.44158
30,20,0.625,0.416667,299.347,0.434714,1.05321,1.73884
31,20,0.645833,0.416667,299.142,0.414224,0.989371,2.02841
32,20,0.666667,0.416667,298.932,0.393164,0.920083,2.30777
33,20,0.6875,0.416667,298.715,0.371512,0.846164,2.57384
34,20,0.708333,0.416667,298.493,0.349271,0.768569,2.82289
35,20,0.729167,0.416667,298.265,0.326453,0.688389,3.05042
36,20,0.75,0.416667,298.031,0.303082,0.606838,3.25104
37,20,0.770833,0.416667,297.792,0.279205,0.525252,3.41843
38,20,0.791667,0.416667,297.549,0.254877,0.445045,3.54521
39,20,0.8125,0.416667,297.302,0.230157,0.367681,3.62283
40,20,0.833333,0.416667,297.051,0.205133,0.294638,3.64154
41,20,0.854167,0.416667,296.799,0.17988,0.227359,3.59034
42,20,0.875,0.416667,296.545,0.154486,0.167173,3.45685
43,20,0.895833,0.416667,296.29,0.129016,0.11526,3.22737
44,20,0.916667,0.416667,296.035,0.103537,0.0725473,2.88676
45,20,0.9375,0.416667,295.781,0.0780823,0.0396562,2.41848
46,20,0.958333,0.416667,295.527,0.0526581,0.0168219,1.80443
47,20,0.979167,0.416667,295.272,0.0272278,0.00384048,1.025
48,20,1,0.416667,295,0,0,0
0,21,0,0.4375,305,1,0,0
1,21,0.0208333,0.4375,304.8,0.980048,0.0152649,-0.941503
2,21,0.0416667,0.4375,304.607,0.960663,0.053074,-1.67593
3,21,0.0625,0.4375,304.406,0.940585,0.107371,-2.26902
4,21,0.0833333,0.4375,304.2,0.920026,0.173048,-2.73509
5,21,0.104167,0.4375,303.992,0.899164,0.245874,-3.08763
6,21,0.125,0.4375,303.781,0.878149,0.32237,-3.33922
7,21,0.145833,0.4375,303.571,0.857126,0.399768,-3.50165
8,21,0.166667,0.4375,303.362,0.836197,0.475896,-3.58581
9,21,0.1875,0.4375,303.155,0.815457,0.549092,-3.60176
10,21,0.208333,0.4375,302.95,0.794977,0.618127,-3.55869
11,21,0.229167,0.4375,302.748,0.774799,0.682122,-3.46494
12,21,0.25,0.4375,302.55,0.754953,0.740484,-3.32801
13,21,0.270833,0.4375,302.355,0.735452,0.792827,-3.15458
14,21,0.291667,0.4375,302.163,0.716296,0.838941,-2.95059
15,21,0.3125,0.4375,301.975,0.697485,0.878717,-2.72122
16,21,0.333333,0.4375,301.79,0.678983,0.912129,-2.47098
17,21,0.354167,0.4375,301.608,0.660764,0.939195,-2.20374
18,21,0.375,0.4375,301.428,0.642789,0.959959,-1.92282
19,21,0.395833,0.4375,301.25,0.625003,0.974474,-1.63105
20,21,0.416667,0.4375,301.074,0.607367,0.982787,-1.3308
21,21,0.4375,0.4375,300.898,0.589807,0.98495,-1.02408
22,21,0.458333,0.4375,300.723,0.572269,0.981011,-0.712575
23,21,0.479167,0.4375,300.547,0.554694,0.97102,-0.397761
24,21,0.5,0.4375,300.37,0.537012,0.955037,-0.0809154
25,21,0.520833,0.4375,300.192,0.519165,0.933147,0.236776
26,21,0.541667,0.4375,300.011,0.501074,0.905476,0.554171
27,21,0.5625,0.4375,299.827,0.482693,0.87219,0.870073
28,21,0.583333,0.4375,299.64,0.463953,0.833531,1.18317
29,21,0.604167,0.4375,299.448,0.4448,0.789817,1.49195
30,21,0.625,0.4375,299.252,0.425195,0.741459,1.79462
31,21,0.645833,0.4375,299.051,0.405096,0.688965,2.089
32,21,0.666667,0.4375,298.845,0.38447,0.632965,2.37246
33,21,0.6875,0.4375,298.633,0.363309,0.574193,2.64179
34,21,0.708333,0.4375,298.416,0.341602,0.513504,2.89313
35,21,0.729167,0.4375,298.194,0.319357,0.451853,3.12186
36,21,0.75,0.4375,297.966,0.296606,0.390286,3.32251
37,21,0.770833,0.4375,297.734,0.273383,0.329926,3.48867
38,21,0.791667,0.4375,297.497,0.249728,0.271925,3.6129
39,21,0.8125,0.4375,297.257,0.225705,0.21744,3.68667
40,21,0.833333,0.4375,297.014,0.201373,0.167564,3.70028
41,21,0.854167,0.4375,296.768,0.17681,0.123302,3.64281
42,21,0.875,0.4375,296.521,0.152078,0.0854681,3.50208
43,21,0.895833,0.4375,296.272,0.127228,0.0546543,3.26461
44,21,0.916667,0.4375,296.023,0.102301,0.0311183,2.91559
45,21,0.9375,0.4375,295.773,0.0773132,0.0147357,2.43884
46,21,0.958333,0.4375,295.522,0.0522491,0.0049195,1.81674
47,21,0.979167,0.4375,295.271,0.0270569,0.000569497,1.03018
48,21,1,0.4375,295,0,0,0
0,22,0,0.458333,305,1,0,0
1,22,0.0208333,0.458333,304.789,0.978888,0.0128615,-0.966867
2,22,0.0416667,0.458333,304.584,0.958447,0.0440462,-1.71872
3,22,0.0625,0.458333,304.374,0.937396,0.0880458,-2.32394
4,22,0.0833333,0.458333,304.159,0.915927,0.140305,-2.79775
5,22,0.104167,0.458333,303.942,0.894235,0.197125,-3.15443
6,22,0.125,0.458333,303.725,0.872458,0.255552,-3.40732
7,22,0.145833,0.458333,303.507,0.850732,0.313315,-3.56881
8,22,0.166667,0.458333,303.292,0.829169,0.368709,-3.65035
9,22,0.1875,0.458333,303.078,0.807843,0.420503,-3.66245
10,22,0.208333,0.458333,302.868,0.786835,0.467867,-3.61467
11,22,0.229167,0.458333,302.662,0.766174,0.510278,-3.51565
12,22,0.25,0.458333,302.459,0.745892,0.547463,-3.37312
13,22,0.270833,0.458333,302.26,0.725998,0.579323,-3.19394
14,22,0.291667,0.458333,302.065,0.706497,0.605884,-2.98415
15,22,0.3125,0.458333,301.874,0.687378,0.627262,-2.74902
16,22,0.333333,0.458333,301.686,0.66861,0.64361,-2.49309
17,22,0.354167,0.458333,301.502,0.650168,0.655103,-2.22028
18,22,0.375,0.458333,301.32,0.632007,0.661921,-1.93391
19,22,0.395833,0.458333,301.141,0.614081,0.664221,-1.63678
20,22,0.416667,0.458333,300.963,0.596332,0.662147,-1.33127
21,22,0.4375,0.458333,300.787,0.578708,0.655825,-1.01938
22,22,0.458333,0.458333,300.612,0.561151,0.645366,-0.702781
23,22,0.479167,0.458333,300.436,0.543597,0.630861,-0.382948
24,22,0.5,0.458333,300.26,0.525973,0.612416,-0.0611737
25,22,0.520833,0.458333,300.082,0.508228,0.590135,0.261333
26,22,0.541667,0.458333,299.903,0.490295,0.564161,0.58339
27,22,0.5625,0.458333,299.721,0.472113,0.53467,0.903748
28,22,0.583333,0.458333,299.536,0.453616,0.501896,1.22103
29,22,0.604167,0.458333,299.348,0.434763,0.466137,1.53364
30,22,0.625,0.458333,299.155,0.415506,0.427779,1.8397
31,22,0.645833,0.458333,298.958,0.395804,0.387279,2.13693
32,22,0.666667,0.458333,298.756,0.375632,0.345197,2.42258
33,22,0.6875,0.458333,298.55,0.354968,0.302183,2.69337
34,22,0.708333,0.458333,298.338,0.33381,0.25897,2.94532
35,22,0.729167,0.458333,298.122,0.312155,0.216369,3.17374
36,22,0.75,0.458333,297.9,0.290036,0.17524,3.37309
37,22,0.770833,0.458333,297.675,0.267474,0.136476,3.53694
38,22,0.791667,0.458333,297.445,0.24451,0.100952,3.65786
39,22,0.8125,0.458333,297.212,0.221188,0.0694984,3.72735
40,22,0.833333,0.458333,296.976,0.197571,0.0428293,3.73584
41,22,0.854167,0.458333,296.737,0.1737,0.0214956,3.67257
42,22,0.875,0.458333,296.496,0.149628,0.00580477,3.52559
43,22,0.895833,0.458333,296.254,0.125391,-0.00422438,3.28175
44,22,0.916667,0.458333,296.01,0.101016,-0.00897927,2.92663
45,22,0.9375,0.458333,295.765,0.0764923,-0.00928595,2.44449
46,22,0.958333,0.458333,295.518,0.0518005,-0.00649842,1.81825
47,22,0.979167,0.458333,295.269,0.0268616,-0.00254644,1.02937
48,22,1,0.458333,295,0,0,0
0,23,0,0.479167,305,1,0,0
1,23,0.0208333,0.479167,304.777,0.97771,0.0103079,-0.987487
2,23,0.0416667,0.479167,304.562,0.956192,0.034504,-1.75273
3,23,0.0625,0.479167,304.341,0.934149,0.0676967,-2.36662
4,23,0.0833333,0.479167,304.118,0.911774,0.105937,-2.84527
5,23,0.104167,0.479167,303.893,0.889252,0.146101,-3.20377
6,23,0.125,0.479167,303.667,0.866718,0.185807,-3.45614
7,23,0.145833,0.479167,303.443,0.844293,0.223307,-3.61539
8,23,0.166667,0.479167,303.221,0.822095,0.257391,-3.69346
9,23,0.1875,0.479167,303.002,0.800195,0.287275,-3.70128
10,23,0.208333,0.479167,302.787,0.778656,0.312537,-3.64875
11,23,0.229167,0.479167,302.575,0.757513,0.333022,-3.54476
12,23,0.25,0.479167,302.368,0.736789,0.348776,-3.39723
13,23,0.270833,0.479167,302.165,0.716504,0.359987,-3.21316
14,23,0.291667,0.479167,301.967,0.696652,0.366923,-2.99866
15,23,0.3125,0.479167,301.772,0.677219,0.369907,-2.75905
16,23,0.333333,0.479167,301.582,0.658179,0.369276,-2.49891
17,23,0.354167,0.479167,301.395,0.639499,0.365357,-2.22213
18,23,0.375,0.479167,301.211,0.62114,0.358447,-1.93201
19,23,0.395833,0.479167,301.031,0.603058,0.348815,-1.63135
20,23,0.416667,0.479167,300.852,0.585199,0.336695,-1.32248
21,23,0.4375,0.479167,300.675,0.567505,0.322275,-1.00736
22,23,0.458333,0.479167,300.499,0.549918,0.305722,-0.687686
23,23,0.479167,0.479167,300.324,0.532373,0.287174,-0.364883
24,23,0.5,0.479167,300.148,0.51481,0.266766,-0.0402595
25,23,0.520833,0.479167,299.972,0.497168,0.244625,0.284968
26,23,0.541667,0.479167,299.794,0.479388,0.220902,0.609576
27,23,0.5625,0.479167,299.614,0.461404,0.195774,0.932288
28,23,0.583333,0.479167,299.432,0.443161,0.169463,1.25166
29,23,0.604167,0.479167,299.246,0.424609,0.142243,1.56605
30,23,0.625,0.479167,299.057,0.40571,0.114452,1.87347
31,23,0.645833,0.479167,298.864,0.386417,0.0865025,2.17159
32,23,0.666667,0.479167,298.667,0.366699,0.0588701,2.45758
33,23,0.6875,0.479167,298.466,0.346552,0.0321026,2.72806
34,23,0.708333,0.479167,298.259,0.325946,0.0068051,2.979
35,23,0.729167,0.479167,298.049,0.304898,-0.0163799,3.20566
36,23,0.75,0.479167,297.834,0.283417,-0.036788,3.40248
37,23,0.770833,0.479167,297.615,0.261523,-0.0537658,3.56305
38,23,0.791667,0.479167,297.393,0.239255,-0.0667279,3.67997
39,23,0.8125,0.479167,297.166,0.216644,-0.0751735,3.74487
40,23,0.833333,0.479167,296.937,0.193726,-0.0787854,3.74833
41,23,0.854167,0.479167,296.706,0.170551,-0.0774505,3.67983
42,23,0.875,0.479167,296.471,0.147141,-0.0713597,3.52772
43,23,0.895833,0.479167,296.235,0.123514,-0.0610578,3.27923
44,23,0.916667,0.479167,295.997,0.0996857,-0.0475391,2.92037
45,23,0.9375,0.479167,295.756,0.0756348,-0.0322969,2.43592
46,23,0.958333,0.479167,295.513,0.0513153,-0.0173866,1.80938
47,23,0.979167,0.479167,295.266,0.0266418,-0.00550283,1.02282
48,23,1,0.479167,295,0,0,0
0,24,0,0.5,305,1,0,0
1,24,0.0208333,0.5,304.765,0.976511,0.00760039,-1.0031
2,24,0.0416667,0.5,304.539,0.953906,0.0244623,-1.77752
3,24,0.0625,0.5,304.309,0.930875,0.046366,-2.3965
4,24,0.0833333,0.5,304.076,0.907599,0.0700224,-2.87704
5,24,0.104167,0.5,303.843,0.884253,0.0929491,-3.23501
6,24,0.125,0.5,303.61,0.860968,0.113363,-3.48508
7,24,0.145833,0.5,303.379,0.837863,0.130082,-3.64082
8,24,0.166667,0.5,303.15,0.815036,0.142391,-3.71465
9,24,0.1875,0.5,302.926,0.792566,0.149989,-3.71785
10,24,0.208333,0.5,302.705,0.770502,0.152864,-3.66061
11,24,0.229167,0.5,302.489,0.748877,0.151231,-3.55204
12,24,0.25,0.5,302.277,0.727722,0.145457,-3.4002
13,24,0.270833,0.5,302.07,0.707047,0.136004,-3.21219
14,24,0.291667,0.5,301.868,0.686835,0.123388,-2.99416
15,24,0.3125,0.5,301.671,0.667084,0.108132,-2.75145
16,24,0.333333,0.5,301.478,0.647757,0.0907463,-2.48861
17,24,0.354167,0.5,301.288,0.628836,0.0716991,-2.20953
18,24,0.375,0.5,301.103,0.610275,0.0514046,-1.91744
19,24,0.395833,0.5,300.92,0.592029,0.0302328,-1.61511
20,24,0.416667,0.5,300.74,0.574042,0.00849507,-1.30481
21,24,0.4375,0.5,300.563,0.556265,-0.0135583,-0.988488
22,24,0.458333,0.5,300.386,0.538638,-0.0357109,-0.667764
23,24,0.479167,0.5,300.211,0.5211,-0.0577833,-0.344072
24,24,0.5,0.5,300.036,0.503592,-0.0796214,-0.0186981
25,24,0.520833,0.5,299.861,0.486053,-0.101078,0.307128
26,24,0.541667,0.5,299.684,0.468423,-0.122001,0.632177
27,24,0.5625,0.5,299.506,0.450638,-0.142218,0.955132
28,24,0.583333,0.5,299.326,0.432648,-0.161527,1.27451
29,24,0.604167,0.5,299.144,0.414404,-0.179685,1.58862
30,24,0.625,0.5,298.959,0.395868,-0.196405,1.89542
31,24,0.645833,0.5,298.77,0.37699,-0.211341,2.1925
32,24,0.666667,0.5,298.577,0.357736,-0.224105,2.47699
33,24,0.6875,0.5,298.381,0.338101,-0.234262,2.74545
34,24,0.708333,0.5,298.181,0.318063,-0.241354,2.99383
35,24,0.729167,0.5,297.976,0.29762,-0.244905,3.21736
36,24,0.75,0.5,297.768,0.276782,-0.244465,3.41051
37,24,0.770833,0.5,297.556,0.255563,-0.239638,3.56691
38,24,0.791667,0.5,297.34,0.23399,-0.23012,3.67927
39,24,0.8125,0.5,297.121,0.212085,-0.215761,3.73939
40,24,0.833333,0.5,296.899,0.189871,-0.196619,3.73803
41,24,0.854167,0.5,296.674,0.16738,-0.173029,3.66498
42,24,0.875,0.5,296.446,0.144623,-0.145665,3.50896
43,24,0.895833,0.5,296.216,0.121603,-0.115601,3.25758
44,24,0.916667,0.5,295.983,0.0983185,-0.0844142,2.89737
45,24,0.9375,0.5,295.747,0.0747345,-0.054218,2.41367
46,24,0.958333,0.5,295.508,0.0507874,-0.0277181,1.79058
47,24,0.979167,0.5,295.264,0.0263977,-0.00828947,1.01084
48,24,1,0.5,295,0,0,0
0,25,0,0.520833,305,1,0,0
1,25,0.0208333,0.520833,304.753,0.975302,0.00474924,-1.01344
2,25,0.0416667,0.520833,304.516,0.951611,0.013932,-1.79266
3,25,0.0625,0.520833,304.276,0.927594,0.0240951,-2.41307
4,25,0.0833333,0.520833,304.034,0.90343,0.0326632,-2.89253
5,25,0.104167,0.520833,303.793,0.879276,0.0378465,-3.24762
6,25,0.125,0.520833,303.553,0.855255,0.0384968,-3.49364
7,25,0.145833,0.520833,303.315,0.831488,0.034019,-3.64468
8,25,0.166667,0.520833,303.081,0.808051,0.0242291,-3.71356
9,25,0.1875,0.520833,302.85,0.78501,0.00930086,-3.71189
10,25,0.208333,0.520833,302.624,0.76243,-0.0103496,-3.6501
11,25,0.229167,0.520833,302.403,0.740338,-0.0341448,-3.53743
12,25,0.25,0.520833,302.188,0.71875,-0.0613975,-3.38206
13,25,0.270833,0.520833,301.977,0.697675,-0.0913705,-3.19114
14,25,0.291667,0.520833,301.771,0.677106,-0.12332,-2.97084
15,25,0.3125,0.520833,301.57,0.657028,-0.156523,-2.72646
16,25,0.333333,0.520833,301.374,0.637424,-0.190315,-2.46253
17,25,0.354167,0.520833,301.182,0.61825,-0.224088,-2.18285
18,25,0.375,0.520833,300.995,0.599478,-0.257316,-1.89062
19,25,0.395833,0.520833,300.811,0.581052,-0.289542,-1.58851
20,25,0.416667,0.520833,300.629,0.562933,-0.320389,-1.27876
21,25,0.4375,0.520833,300.451,0.545065,-0.349542,-0.963244
22,25,0.458333,0.520833,300.274,0.527393,-0.376748,-0.643538
23,25,0.479167,0.520833,300.099,0.509857,-0.4018,-0.321048
24,25,0.5,0.520833,299.924,0.492398,-0.424518,0.00296372
25,25,0.520833,0.520833,299.75,0.474954,-0.444745,0.327278
26,25,0.541667,0.520833,299.575,0.457471,-0.462337,0.650654
27,25,0.5625,0.520833,299.399,0.439886,-0.477129,0.971758
28,25,0.583333,0.520833,299.222,0.422156,-0.488948,1.28908
29,25,0.604167,0.520833,299.042,0.404221,-0.497589,1.60088
30,25,0.625,0.520833,298.86,0.386035,-0.502822,1.9051
31,25,0.645833,0.520833,298.676,0.367572,-0.504383,2.19927
32,25,0.666667,0.520833,298.488,0.348785,-0.501978,2.48049
33,25,0.6875,0.520833,298.297,0.329669,-0.495293,2.7453
34,25,0.708333,0.520833,298.102,0.310199,-0.484023,2.98963
35,25,0.729167,0.520833,297.904,0.290363,-0.467877,3.20876
36,25,0.75,0.520833,297.702,0.270169,-0.446629,3.39719
37,25,0.770833,0.520833,297.496,0.249631,-0.420128,3.54864
38,25,0.791667,0.520833,297.287,0.228748,-0.388377,3.65599
39,25,0.8125,0.520833,297.075,0.207541,-0.351562,3.71122
40,25,0.833333,0.520833,296.86,0.186023,-0.310132,3.70538
41,25,0.854167,0.520833,296.642,0.164206,-0.264832,3.62856
42,25,0.875,0.520833,296.421,0.14209,-0.216817,3.46988
43,25,0.895833,0.520833,296.197,0.119675,-0.16767,3.21743
44,25,0.916667,0.520833,295.969,0.0969269,-0.119501,2.85827
45,25,0.9375,0.520833,295.738,0.0738068,-0.0749987,2.37832
46,25,0.958333,0.520833,295.502,0.050238,-0.0374693,1.76234
47,25,0.979167,0.520833,295.261,0.0261292,-0.0109057,0.99373
48,25,1,0.520833,295,0,0,0
0,26,0,0.541667,305,1,0,0
