X_um,Z_um,T_K
82.00,63.00,300.5
84.00,63.00,300.6
86.00,63.00,300.8
88.00,63.00,301.0
90.00,63.00,301.2
92.00,63.00,301.4
94.00,63.00,301.6
96.00,63.00,301.8
98.00,63.00,301.9
100.00,63.00,302.0
102.00,63.00,302.0
104.00,63.00,302.0
106.00,63.00,301.9
108.00,63.00,301.8
110.00,63.00,301.6
112.00,63.00,301.4
114.00,63.00,301.2
116.00,63.00,301.0
118.00,63.00,300.8
120.00,63.00,300.6
122.00,63.00,300.5
124.00,63.00,300.3
126.00,63.00,300.2
128.00,63.00,300.2
130.00,63.00,300.1
132.00,63.00,300.1
134.00,63.00,300.0
136.00,63.00,300.0
138.00,63.00,300.0
140.00,63.00,300.0
142.00,63.00,300.0
144.00,63.00,300.0
146.00,63.00,300.0
148.00,63.00,300.0
150.00,63.00,300.0
152.00,63.00,300.0
154.00,63.00,300.0
156.00,63.00,300.0
158.00,63.00,300.0
160.00,63.00,300.0
162.00,63.00,300.0
164.00,63.00,300.0
166.00,63.00,300.0
168.00,63.00,300.0
170.00,63.00,300.0
172.00,63.00,300.0
174.00,63.00,300.0
176.00,63.00,300.0
178.00,63.00,300.0
180.00,63.00,300.0
182.00,63.00,300.0
184.00,63.00,300.0
186.00,63.00,300.0
188.00,63.00,300.0
190.00,63.00,300.0
192.00,63.00,300.0
194.00,63.00,300.0
196.00,63.00,300.0
198.00,63.00,300.0
0.00,65.00,300.0
2.00,65.00,300.0
4.00,65.00,300.0
6.00,65.00,300.0
8.00,65.00,300.0
10.00,65.00,300.0
12.00,65.00,300.0
14.00,65.00,300.0
16.00,65.00,300.0
18.00,65.00,300.0
20.00,65.00,300.0
22.00,65.00,300.0
24.00,65.00,300.0
26.00,65.00,300.0
28.00,65.00,300.0
30.00,65.00,300.0
32.00,65.00,300.0
34.00,65.00,300.0
36.00,65.00,300.0
38.00,65.00,300.0
40.00,65.00,300.0
42.00,65.00,300.0
44.00,65.00,300.0
46.00,65.00,300.0
48.00,65.00,300.0
50.00,65.00,300.0
52.00,65.00,300.0
54.00,65.00,300.0
56.00,65.00,300.0
58.00,65.00,300.0
60.00,65.00,300.0
62.00,65.00,300.0
64.00,65.00,300.0
66.00,65.00,300.0
68.00,65.00,300.1
70.00,65.00,300.1
72.00,65.00,300.2
74.00,65.00,300.2
76.00,65.00,300.4
78.00,65.00,300.5
80.00,65.00,300.7
82.00,65.00,301.0
84.00,65.00,301.2
86.00,65.00,301.6
88.00,65.00,301.9
90.00,65.00,302.3
92.00,65.00,302.7
94.00,65.00,303.1
96.00,65.00,303.4
98.00,65.00,303.7
100.00,65.00,303.9
102.00,65.00,303.9
104.00,65.00,303.9
106.00,65.00,303.7
108.00,65.00,303.5
110.00,65.00,303.2
112.00,65.00,302.8
114.00,65.00,302.4
116.00,65.00,302.0
118.00,65.00,301.6
120.00,65.00,301.2
122.00,65.00,300.9
124.00,65.00,300.7
126.00,65.00,300.5
128.00,65.00,300.3
130.00,65.00,300.2
132.00,65.00,300.1
134.00,65.00,300.1
136.00,65.00,300.0
138.00,65.00,300.0
140.00,65.00,300.0
142.00,65.00,300.0
144.00,65.00,300.0
146.00,65.00,300.0
148.00,65.00,300.0
150.00,65.00,300.0
152.00,65.00,300.0
154.00,65.00,300.0
156.00,65.00,300.0
158.00,65.00,300.0
160.00,65.00,300.0
162.00,65.00,300.0
164.00,65.00,300.0
166.00,65.00,300.0
168.00,65.00,300.0
170.00,65.00,300.0
172.00,65.00,300.0
174.00,65.00,300.0
176.00,65.00,300.0
178.00,65.00,300.0
180.00,65.00,300.0
182.00,65.00,300.0
184.00,65.00,300.0
186.00,65.00,300.0
188.00,65.00,300.0
190.00,65.00,300.0
192.00,65.00,300.0
194.00,65.00,300.0
196.00,65.00,300.0
198.00,65.00,300.0
0.00,67.00,300.0
2.00,67.00,300.0
4.00,67.00,300.0
6.00,67.00,300.0
8.00,67.00,300.0
10.00,67.00,300.0
12.00,67.00,300.0
14.00,67.00,300.0
16.00,67.00,300.0
18.00,67.00,300.0
20.00,67.00,300.0
22.00,67.00,300.0
24.00,67.00,300.0
26.00,67.00,300.0
28.00,67.00,300.0
30.00,67.00,300.0
32.00,67.00,300.0
34.00,67.00,300.0
36.00,67.00,300.0
38.00,67.00,300.0
40.00,67.00,300.0
42.00,67.00,300.0
44.00,67.00,300.0
